team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,2012-12-08,240,36,78,9,24,18,20,9,28,24,6,6,20,22
LOS ANGELES CLIPPERS,2012-12-08,240,48,93,7,23,14,24,17,24,30,12,5,11,16
ATLANTA HAWKS,2012-12-08,240,34,77,7,17,18,25,14,30,20,10,3,14,16
MEMPHIS GRIZZLIES,2012-12-08,240,33,77,6,16,11,18,11,29,15,8,5,16,19
NEW ORLEANS HORNETS,2012-12-08,240,35,78,8,18,12,13,9,25,16,5,3,17,23
MIAMI HEAT,2012-12-08,240,40,69,7,11,19,24,2,31,23,12,7,16,18
SACRAMENTO KINGS,2012-12-08,240,36,86,9,19,18,22,9,35,22,14,4,10,16
PORTLAND TRAIL BLAZERS,2012-12-08,240,29,75,8,21,14,18,11,36,16,4,6,18,23
GOLDEN STATE WARRIORS,2012-12-08,240,35,81,9,22,22,27,13,44,22,4,5,19,16
WASHINGTON WIZARDS,2012-12-08,240,37,87,9,25,14,23,7,30,23,11,4,8,20
MILWAUKEE BUCKS,2012-12-09,240,33,71,7,16,24,30,6,27,21,14,7,18,19
BROOKLYN NETS,2012-12-09,240,32,79,7,25,17,23,12,32,22,9,5,20,20
TORONTO RAPTORS,2012-12-09,240,30,77,10,26,13,17,11,28,22,3,5,14,22
LOS ANGELES CLIPPERS,2012-12-09,240,36,79,6,19,24,34,15,30,21,11,6,9,17
UTAH JAZZ,2012-12-09,240,45,83,6,18,21,27,16,24,26,9,7,9,22
LOS ANGELES LAKERS,2012-12-09,240,40,85,15,28,15,18,17,22,29,5,7,14,21
DENVER NUGGETS,2012-12-09,240,40,72,5,17,21,29,5,35,18,4,6,16,22
NEW YORK KNICKS,2012-12-09,240,37,86,12,30,26,37,13,26,20,9,2,9,22
INDIANA PACERS,2012-12-09,240,38,82,6,17,11,13,9,25,13,4,4,7,20
OKLAHOMA CITY THUNDER,2012-12-09,240,37,76,5,19,25,30,9,31,16,4,5,9,16
ORLANDO MAGIC,2012-12-09,240,40,77,5,15,13,18,9,35,31,7,0,18,15
PHOENIX SUNS,2012-12-09,240,36,78,5,20,13,18,5,24,22,4,3,12,19
GOLDEN STATE WARRIORS,2012-12-10,240,38,84,8,20,20,23,14,32,28,9,4,16,26
CHARLOTTE BOBCATS,2012-12-10,240,31,83,9,26,25,32,12,27,21,6,10,15,20
SACRAMENTO KINGS,2012-12-10,240,37,84,12,27,10,16,14,29,22,4,4,19,16
DALLAS MAVERICKS,2012-12-10,240,48,87,7,20,16,21,7,31,26,10,7,8,14
SAN ANTONIO SPURS,2012-12-10,265,48,92,14,30,24,26,6,43,31,6,8,19,22
HOUSTON ROCKETS,2012-12-10,265,41,97,16,30,28,36,11,29,24,12,8,14,21
ATLANTA HAWKS,2012-12-10,240,32,75,9,28,19,20,8,24,16,8,1,14,16
MIAMI HEAT,2012-12-10,240,39,67,9,21,14,22,2,30,23,10,3,14,18
DETROIT PISTONS,2012-12-10,240,32,81,5,18,28,33,14,26,18,7,5,13,20
PHILADELPHIA 76ERS,2012-12-10,240,44,82,4,11,12,23,13,32,23,8,7,11,25
TORONTO RAPTORS,2012-12-10,240,26,74,3,21,19,21,9,36,13,5,5,14,20
PORTLAND TRAIL BLAZERS,2012-12-10,240,36,89,0,20,20,22,11,37,16,8,3,7,18
NEW YORK KNICKS,2012-12-11,240,36,78,14,28,14,18,10,25,20,5,2,10,21
BROOKLYN NETS,2012-12-11,240,36,68,4,18,21,28,7,30,21,5,3,11,21
LOS ANGELES CLIPPERS,2012-12-11,240,37,80,4,11,16,23,11,31,19,11,5,15,15
CHICAGO BULLS,2012-12-11,240,35,87,10,20,9,12,18,32,26,8,4,16,18
LOS ANGELES LAKERS,2012-12-11,240,31,75,7,27,25,40,15,39,11,7,3,18,22
CLEVELAND CAVALIERS,2012-12-11,240,37,84,11,27,15,26,8,35,24,8,4,12,26
DENVER NUGGETS,2012-12-11,240,37,80,6,17,21,34,7,30,22,10,12,9,19
DETROIT PISTONS,2012-12-11,240,34,81,5,13,21,31,14,37,18,8,10,16,28
WASHINGTON WIZARDS,2012-12-11,240,27,82,5,19,18,23,10,39,14,3,6,14,22
NEW ORLEANS HORNETS,2012-12-11,240,26,80,4,16,14,22,12,42,14,8,9,15,28
DALLAS MAVERICKS,2012-12-12,290,47,92,8,23,13,17,7,43,27,8,7,27,27
BOSTON CELTICS,2012-12-12,290,43,100,6,22,25,30,9,33,24,16,5,13,22
LOS ANGELES CLIPPERS,2012-12-12,240,37,85,9,23,17,25,17,31,26,6,11,11,16
CHARLOTTE BOBCATS,2012-12-12,240,35,82,5,16,19,24,12,32,18,4,5,12,24
WASHINGTON WIZARDS,2012-12-12,240,35,89,7,25,16,20,10,36,18,10,8,13,20
HOUSTON ROCKETS,2012-12-12,240,34,76,9,24,22,30,6,41,19,6,8,18,19
CLEVELAND CAVALIERS,2012-12-12,240,27,81,9,22,18,25,13,27,19,7,6,12,28
INDIANA PACERS,2012-12-12,240,34,83,5,18,23,28,13,35,23,7,8,13,21
GOLDEN STATE WARRIORS,2012-12-12,240,38,82,9,24,12,14,8,33,20,9,2,13,14
MIAMI HEAT,2012-12-12,240,38,80,7,22,12,15,6,32,18,6,3,17,13
SACRAMENTO KINGS,2012-12-12,240,32,86,3,19,18,21,16,34,14,3,6,17,20
MILWAUKEE BUCKS,2012-12-12,240,39,96,6,17,14,24,24,36,22,8,6,9,18
DENVER NUGGETS,2012-12-12,240,42,83,7,16,14,24,12,30,24,8,5,19,30
MINNESOTA TIMBERWOLVES,2012-12-12,240,38,87,2,14,30,37,17,27,25,11,6,13,22
NEW ORLEANS HORNETS,2012-12-12,240,33,83,9,22,13,16,13,30,20,7,7,10,26
OKLAHOMA CITY THUNDER,2012-12-12,240,31,71,5,15,25,32,8,35,19,9,8,10,18
ATLANTA HAWKS,2012-12-12,240,35,80,6,22,10,16,8,35,16,11,6,14,11
ORLANDO MAGIC,2012-12-12,240,31,81,7,22,11,11,10,29,17,9,3,15,14
CHICAGO BULLS,2012-12-12,240,34,78,4,11,24,26,9,30,24,7,3,11,14
PHILADELPHIA 76ERS,2012-12-12,240,41,91,2,14,5,11,14,30,19,5,8,13,24
MEMPHIS GRIZZLIES,2012-12-12,240,33,73,2,10,12,12,10,30,19,6,9,15,17
PHOENIX SUNS,2012-12-12,240,34,89,5,22,9,11,19,25,20,9,7,11,13
BROOKLYN NETS,2012-12-12,240,29,64,10,19,26,35,8,30,20,5,1,17,16
TORONTO RAPTORS,2012-12-12,240,37,75,4,18,10,17,7,24,21,11,3,14,25
SAN ANTONIO SPURS,2012-12-12,240,37,87,8,19,14,18,13,35,18,9,10,12,15
UTAH JAZZ,2012-12-12,240,41,84,8,19,9,15,7,33,27,7,6,14,16
CHARLOTTE BOBCATS,2012-12-13,240,34,79,6,21,16,20,8,23,22,6,1,14,18
ATLANTA HAWKS,2012-12-13,240,43,75,14,29,13,23,7,34,28,8,3,13,14
LOS ANGELES LAKERS,2012-12-13,240,35,84,12,37,25,29,12,32,13,4,4,13,21
NEW YORK KNICKS,2012-12-13,240,42,79,12,25,20,30,4,29,25,10,2,6,20
SAN ANTONIO SPURS,2012-12-13,240,33,72,6,19,18,25,7,31,23,8,2,19,11
PORTLAND TRAIL BLAZERS,2012-12-13,240,40,88,7,27,11,12,9,31,19,11,5,14,19
DETROIT PISTONS,2012-12-14,290,40,99,5,16,20,26,18,36,21,5,4,11,21
BROOKLYN NETS,2012-12-14,290,42,93,10,26,13,16,10,33,20,8,8,11,24
MILWAUKEE BUCKS,2012-12-14,240,33,83,5,15,19,27,18,25,23,16,7,17,18
CLEVELAND CAVALIERS,2012-12-14,240,32,81,9,18,13,14,15,31,21,11,4,24,22
MEMPHIS GRIZZLIES,2012-12-14,240,39,94,7,19,9,10,16,21,27,9,8,16,28
DENVER NUGGETS,2012-12-14,240,36,69,4,10,23,26,7,28,20,8,10,19,19
BOSTON CELTICS,2012-12-14,240,34,85,8,20,13,17,9,32,22,15,5,12,16
HOUSTON ROCKETS,2012-12-14,240,37,76,10,27,17,23,7,38,23,7,8,17,16
PHILADELPHIA 76ERS,2012-12-14,240,35,81,3,12,12,16,9,27,20,5,4,12,20
INDIANA PACERS,2012-12-14,240,35,77,8,14,17,27,14,34,19,4,10,16,21
MINNESOTA TIMBERWOLVES,2012-12-14,240,47,88,7,17,12,17,14,26,29,9,3,12,12
NEW ORLEANS HORNETS,2012-12-14,240,42,78,11,24,7,10,7,23,26,5,6,14,16
SACRAMENTO KINGS,2012-12-14,240,34,75,7,19,28,31,7,22,18,11,5,14,19
OKLAHOMA CITY THUNDER,2012-12-14,240,41,83,9,21,22,22,14,29,29,10,6,18,24
GOLDEN STATE WARRIORS,2012-12-14,240,34,92,7,20,10,11,16,33,19,5,2,12,15
ORLANDO MAGIC,2012-12-14,240,41,86,9,21,8,11,13,40,26,8,11,15,15
UTAH JAZZ,2012-12-14,240,33,82,3,11,15,21,15,32,19,11,8,15,17
PHOENIX SUNS,2012-12-14,240,38,83,6,13,17,22,12,31,23,9,9,12,16
DALLAS MAVERICKS,2012-12-14,240,27,69,0,13,20,23,4,34,17,4,1,17,17
TORONTO RAPTORS,2012-12-14,240,34,84,12,36,15,22,14,33,22,11,3,10,20
LOS ANGELES LAKERS,2012-12-14,240,37,82,8,29,20,28,13,32,18,10,6,13,20
WASHINGTON WIZARDS,2012-12-14,240,36,83,8,21,16,20,13,35,19,6,4,19,24
GOLDEN STATE WARRIORS,2012-12-15,240,49,99,10,24,7,8,10,44,32,10,3,11,25
ATLANTA HAWKS,2012-12-15,240,31,84,5,26,26,36,10,35,21,6,3,11,15
ORLANDO MAGIC,2012-12-15,240,43,79,5,17,16,19,11,32,25,1,8,14,25
CHARLOTTE BOBCATS,2012-12-15,240,36,78,4,12,22,29,8,23,18,4,7,11,16
BROOKLYN NETS,2012-12-15,240,29,75,7,19,17,22,14,27,15,9,8,18,18
CHICAGO BULLS,2012-12-15,240,33,75,2,10,15,19,7,26,21,10,6,13,17
INDIANA PACERS,2012-12-15,240,35,72,7,24,11,16,5,37,25,8,9,13,21
DETROIT PISTONS,2012-12-15,240,32,83,3,13,10,15,11,30,18,5,4,10,16
WASHINGTON WIZARDS,2012-12-15,240,27,72,7,20,11,15,10,30,16,8,0,21,18
MIAMI HEAT,2012-12-15,240,40,79,8,27,14,21,11,32,25,9,2,12,15
LOS ANGELES CLIPPERS,2012-12-15,240,44,82,5,11,18,24,11,38,33,10,3,11,22
MILWAUKEE BUCKS,2012-12-15,240,30,83,7,21,18,25,14,26,15,6,5,13,22
DALLAS MAVERICKS,2012-12-15,265,39,84,7,14,21,25,11,30,24,10,8,19,29
MINNESOTA TIMBERWOLVES,2012-12-15,265,41,94,6,23,26,32,17,31,28,15,5,16,18
CLEVELAND CAVALIERS,2012-12-15,240,40,82,9,24,13,17,9,36,15,5,0,12,23
NEW YORK KNICKS,2012-12-15,240,37,85,13,35,16,23,13,28,26,5,6,9,18
BOSTON CELTICS,2012-12-15,240,38,81,6,16,6,8,11,27,22,6,3,17,20
SAN ANTONIO SPURS,2012-12-15,240,38,81,12,25,15,20,11,27,28,9,4,12,12
MEMPHIS GRIZZLIES,2012-12-15,240,38,85,4,11,19,24,18,30,16,9,4,12,16
UTAH JAZZ,2012-12-15,240,31,74,5,17,19,24,7,28,20,7,4,15,20
LOS ANGELES LAKERS,2012-12-16,240,39,80,14,34,19,24,11,30,22,13,4,14,9
PHILADELPHIA 76ERS,2012-12-16,240,41,83,10,25,6,11,10,27,23,6,7,17,17
NEW ORLEANS HORNETS,2012-12-16,240,36,80,11,20,11,15,16,27,21,5,1,14,15
PORTLAND TRAIL BLAZERS,2012-12-16,240,37,80,11,29,10,12,14,22,25,9,8,10,12
DENVER NUGGETS,2012-12-16,240,46,85,8,18,22,29,17,35,27,6,5,11,25
SACRAMENTO KINGS,2012-12-16,240,31,91,6,24,29,34,21,21,13,7,1,9,19
HOUSTON ROCKETS,2012-12-16,240,32,78,7,23,25,32,8,36,14,6,1,12,19
TORONTO RAPTORS,2012-12-16,240,39,85,8,30,17,20,5,38,29,6,13,7,24
LOS ANGELES CLIPPERS,2012-12-17,240,35,78,5,22,13,17,12,30,19,9,5,11,15
DETROIT PISTONS,2012-12-17,240,29,71,7,20,11,19,8,26,15,4,7,15,17
CHICAGO BULLS,2012-12-17,240,28,75,2,11,13,20,10,29,14,10,1,16,21
MEMPHIS GRIZZLIES,2012-12-17,240,30,80,6,11,14,19,18,33,16,7,5,18,19
HOUSTON ROCKETS,2012-12-17,240,40,78,10,29,19,24,6,36,18,13,4,17,16
NEW YORK KNICKS,2012-12-17,240,39,90,9,31,9,16,13,32,15,8,2,17,18
SAN ANTONIO SPURS,2012-12-17,240,36,79,6,20,15,21,9,28,23,9,4,16,19
OKLAHOMA CITY THUNDER,2012-12-17,240,38,85,4,14,27,30,15,34,22,9,7,12,21
MINNESOTA TIMBERWOLVES,2012-12-17,240,39,96,7,25,8,12,15,28,25,7,2,17,15
ORLANDO MAGIC,2012-12-17,240,44,82,6,14,8,8,6,36,31,9,3,17,22
SACRAMENTO KINGS,2012-12-17,240,34,83,3,13,19,24,18,33,15,5,5,16,17
PHOENIX SUNS,2012-12-17,240,41,85,8,22,11,15,7,31,29,5,10,7,17
UTAH JAZZ,2012-12-18,240,37,83,5,20,13,16,18,30,23,5,8,15,24
BROOKLYN NETS,2012-12-18,240,33,77,7,17,17,22,12,26,16,8,3,13,19
BOSTON CELTICS,2012-12-18,240,35,81,5,10,14,19,11,24,18,7,2,9,18
CHICAGO BULLS,2012-12-18,240,37,74,5,9,21,24,12,31,28,4,10,12,15
TORONTO RAPTORS,2012-12-18,240,39,75,12,24,23,27,13,23,25,8,2,14,24
CLEVELAND CAVALIERS,2012-12-18,240,36,70,7,16,20,30,11,22,19,6,7,15,26
PHILADELPHIA 76ERS,2012-12-18,240,37,86,13,35,13,15,14,26,23,6,2,13,21
DALLAS MAVERICKS,2012-12-18,240,39,72,4,11,25,29,6,29,19,9,4,11,13
SAN ANTONIO SPURS,2012-12-18,240,38,95,14,36,16,18,9,36,28,12,9,14,25
DENVER NUGGETS,2012-12-18,240,38,87,7,19,29,42,13,45,23,11,10,15,17
NEW ORLEANS HORNETS,2012-12-18,240,35,75,9,27,17,17,7,26,23,11,3,14,24
GOLDEN STATE WARRIORS,2012-12-18,240,34,78,6,18,29,34,16,28,25,8,2,14,15
CHARLOTTE BOBCATS,2012-12-18,240,38,95,10,24,14,22,21,33,24,5,8,10,23
LOS ANGELES LAKERS,2012-12-18,240,35,88,10,31,21,27,16,32,21,6,10,11,18
MINNESOTA TIMBERWOLVES,2012-12-18,240,37,86,4,17,14,19,18,35,18,5,1,19,21
MIAMI HEAT,2012-12-18,240,36,77,13,25,18,23,6,18,25,12,14,8,18
INDIANA PACERS,2012-12-18,240,32,80,2,8,27,34,18,33,15,7,3,20,22
MILWAUKEE BUCKS,2012-12-18,240,37,86,6,14,18,26,12,25,18,10,12,15,29
ATLANTA HAWKS,2012-12-18,265,34,78,9,24,23,34,9,40,20,10,9,15,20
WASHINGTON WIZARDS,2012-12-18,265,36,95,6,18,17,22,15,34,28,10,7,13,24
OKLAHOMA CITY THUNDER,2012-12-19,240,36,84,9,25,19,20,13,39,20,8,12,15,16
ATLANTA HAWKS,2012-12-19,240,36,94,9,24,11,17,14,30,21,11,6,11,19
CLEVELAND CAVALIERS,2012-12-19,240,36,88,5,18,14,21,13,22,16,7,2,9,22
BOSTON CELTICS,2012-12-19,240,37,62,9,17,20,27,2,33,23,9,7,14,24
PHILADELPHIA 76ERS,2012-12-19,240,40,89,6,17,17,24,14,25,21,6,3,11,21
HOUSTON ROCKETS,2012-12-19,240,42,75,11,27,30,36,7,34,29,4,3,10,20
UTAH JAZZ,2012-12-19,240,32,86,2,15,18,25,16,32,19,4,6,15,23
INDIANA PACERS,2012-12-19,240,41,80,9,16,13,18,6,31,21,7,8,15,26
NEW ORLEANS HORNETS,2012-12-19,240,29,75,2,19,17,22,14,28,15,3,5,20,18
LOS ANGELES CLIPPERS,2012-12-19,240,37,74,4,20,15,19,9,28,28,8,7,12,21
MILWAUKEE BUCKS,2012-12-19,240,30,85,5,20,15,19,11,33,11,10,5,16,19
MEMPHIS GRIZZLIES,2012-12-19,240,36,88,3,8,15,19,17,39,26,11,6,16,17
BROOKLYN NETS,2012-12-19,240,35,78,10,25,6,9,10,28,19,3,2,12,16
NEW YORK KNICKS,2012-12-19,240,38,83,11,29,13,17,11,28,19,7,5,7,11
WASHINGTON WIZARDS,2012-12-19,240,34,77,9,17,6,8,5,33,20,5,5,15,21
ORLANDO MAGIC,2012-12-19,240,34,81,8,20,14,17,10,38,18,11,3,13,12
CHARLOTTE BOBCATS,2012-12-19,240,40,86,6,10,18,22,15,27,19,6,4,15,11
PHOENIX SUNS,2012-12-19,240,47,85,17,28,10,11,10,23,31,7,6,11,22
GOLDEN STATE WARRIORS,2012-12-19,240,46,92,13,26,22,25,14,28,21,4,6,12,27
SACRAMENTO KINGS,2012-12-19,240,43,86,11,19,34,42,11,29,25,7,7,9,18
DETROIT PISTONS,2012-12-19,240,35,84,3,12,18,30,22,22,15,4,2,10,19
TORONTO RAPTORS,2012-12-19,240,35,72,10,29,17,22,9,24,26,5,6,6,24
MIAMI HEAT,2012-12-20,240,42,78,10,28,16,18,8,39,25,8,4,18,14
DALLAS MAVERICKS,2012-12-20,240,37,96,3,22,18,21,13,23,23,10,6,9,17
OKLAHOMA CITY THUNDER,2012-12-20,240,33,82,5,20,22,26,11,32,17,10,6,16,24
MINNESOTA TIMBERWOLVES,2012-12-20,240,37,84,9,20,16,23,12,33,27,6,6,15,19
DENVER NUGGETS,2012-12-20,240,38,98,0,22,17,24,17,42,20,5,6,9,20
PORTLAND TRAIL BLAZERS,2012-12-20,240,33,92,14,36,21,26,12,38,25,5,7,11,21
MILWAUKEE BUCKS,2012-12-21,265,36,83,5,16,22,36,15,42,22,8,3,21,15
BOSTON CELTICS,2012-12-21,265,36,94,5,24,17,20,12,32,23,16,5,14,22
INDIANA PACERS,2012-12-21,240,39,80,5,16,16,25,11,33,24,9,5,17,21
CLEVELAND CAVALIERS,2012-12-21,240,32,80,5,16,20,26,6,30,19,4,6,16,22
WASHINGTON WIZARDS,2012-12-21,240,28,85,2,12,10,13,12,34,15,4,4,12,20
DETROIT PISTONS,2012-12-21,240,38,90,10,24,14,21,16,42,24,4,13,12,18
CHARLOTTE BOBCATS,2012-12-21,240,33,90,8,21,26,35,18,26,19,5,4,7,17
GOLDEN STATE WARRIORS,2012-12-21,240,44,85,14,27,13,16,12,36,31,4,9,11,24
SACRAMENTO KINGS,2012-12-21,240,33,79,8,22,11,16,8,24,18,7,9,16,25
LOS ANGELES CLIPPERS,2012-12-21,240,37,87,7,23,16,24,16,37,24,13,13,19,17
DALLAS MAVERICKS,2012-12-21,240,31,76,6,21,14,17,11,31,20,7,6,22,19
MEMPHIS GRIZZLIES,2012-12-21,240,36,89,3,13,17,20,17,30,23,15,3,15,16
CHICAGO BULLS,2012-12-21,240,37,83,8,18,28,33,12,39,22,7,4,16,25
NEW YORK KNICKS,2012-12-21,240,38,91,8,26,22,25,10,30,14,11,3,10,25
ATLANTA HAWKS,2012-12-21,240,31,79,9,25,9,12,13,24,20,7,3,17,15
PHILADELPHIA 76ERS,2012-12-21,240,44,86,8,19,3,7,15,30,31,9,4,12,11
NEW ORLEANS HORNETS,2012-12-21,240,39,86,2,16,14,16,11,33,15,6,3,12,18
SAN ANTONIO SPURS,2012-12-21,240,39,76,4,18,17,23,2,34,29,7,5,11,12
ORLANDO MAGIC,2012-12-21,240,35,70,4,14,16,19,8,37,22,4,2,18,15
TORONTO RAPTORS,2012-12-21,240,33,81,8,19,19,21,7,25,20,13,4,9,20
CHICAGO BULLS,2012-12-22,240,32,76,5,14,6,8,6,25,20,10,3,15,14
ATLANTA HAWKS,2012-12-22,240,38,77,7,19,9,10,12,33,24,7,4,16,9
CHARLOTTE BOBCATS,2012-12-22,240,33,87,3,20,19,30,12,32,21,8,14,11,16
DENVER NUGGETS,2012-12-22,240,47,92,6,20,10,15,12,34,36,8,12,12,21
LOS ANGELES LAKERS,2012-12-22,265,49,107,9,27,11,14,15,34,33,9,3,20,20
GOLDEN STATE WARRIORS,2012-12-22,265,46,103,10,29,13,15,15,32,26,13,5,19,22
MEMPHIS GRIZZLIES,2012-12-22,240,42,79,2,13,10,14,8,29,23,7,5,19,19
HOUSTON ROCKETS,2012-12-22,240,44,82,12,28,21,26,9,29,32,11,5,15,13
UTAH JAZZ,2012-12-22,240,30,73,7,16,22,26,11,27,18,10,2,19,18
MIAMI HEAT,2012-12-22,240,38,73,11,24,18,22,6,33,23,12,5,16,19
CLEVELAND CAVALIERS,2012-12-22,240,38,88,5,17,13,16,11,37,16,7,3,12,26
MILWAUKEE BUCKS,2012-12-22,240,31,79,4,20,16,23,9,32,17,5,7,14,15
INDIANA PACERS,2012-12-22,240,33,77,4,17,11,18,13,31,20,5,10,14,21
NEW ORLEANS HORNETS,2012-12-22,240,33,82,4,11,5,7,15,27,18,10,10,12,24
PHOENIX SUNS,2012-12-22,240,40,89,5,19,8,11,11,21,26,12,1,10,18
PORTLAND TRAIL BLAZERS,2012-12-22,240,33,69,7,20,23,28,11,34,21,5,4,21,12
DETROIT PISTONS,2012-12-22,240,36,88,8,19,16,20,19,39,22,7,3,17,25
WASHINGTON WIZARDS,2012-12-22,240,29,77,4,21,25,32,10,33,20,7,3,11,18
PHILADELPHIA 76ERS,2012-12-23,240,38,88,8,18,8,10,14,35,19,4,2,9,22
BROOKLYN NETS,2012-12-23,240,33,74,8,22,21,30,11,32,18,7,3,9,11
MINNESOTA TIMBERWOLVES,2012-12-23,240,34,84,7,22,16,18,13,34,20,5,2,16,22
NEW YORK KNICKS,2012-12-23,240,32,72,6,26,24,28,4,31,17,11,2,14,20
UTAH JAZZ,2012-12-23,240,36,83,7,18,18,25,13,23,21,6,3,11,17
ORLANDO MAGIC,2012-12-23,240,38,76,9,20,8,15,12,33,25,4,3,19,22
LOS ANGELES CLIPPERS,2012-12-23,240,38,71,11,21,16,29,5,39,26,12,7,16,19
PHOENIX SUNS,2012-12-23,240,29,80,3,17,16,24,12,29,18,10,2,14,21
PORTLAND TRAIL BLAZERS,2012-12-23,240,37,85,7,24,15,17,15,26,24,11,5,17,17
SACRAMENTO KINGS,2012-12-23,240,45,81,9,19,9,11,6,31,31,10,2,14,18
DALLAS MAVERICKS,2012-12-23,240,34,74,5,14,18,29,9,30,22,10,1,20,18
SAN ANTONIO SPURS,2012-12-23,240,47,84,20,30,15,19,8,33,33,17,5,16,22
BOSTON CELTICS,2012-12-25,240,38,77,6,10,11,13,9,32,25,10,4,11,25
BROOKLYN NETS,2012-12-25,240,26,64,7,20,17,29,11,25,14,6,5,20,22
HOUSTON ROCKETS,2012-12-25,240,46,82,8,20,20,24,10,35,25,8,5,10,21
CHICAGO BULLS,2012-12-25,240,37,83,6,20,17,20,7,24,22,6,3,11,19
DENVER NUGGETS,2012-12-25,240,40,80,3,13,17,24,9,33,26,8,4,18,16
LOS ANGELES CLIPPERS,2012-12-25,240,45,93,11,25,11,19,16,29,29,12,6,15,21
NEW YORK KNICKS,2012-12-25,240,38,89,9,26,9,16,11,29,20,9,3,10,25
LOS ANGELES LAKERS,2012-12-25,240,37,77,5,21,21,31,8,34,22,4,4,11,17
OKLAHOMA CITY THUNDER,2012-12-25,240,30,71,5,16,32,38,11,28,14,8,1,16,25
MIAMI HEAT,2012-12-25,240,38,80,8,28,19,19,9,25,20,6,5,13,26
DETROIT PISTONS,2012-12-26,290,48,109,14,27,9,15,21,41,21,5,5,17,23
ATLANTA HAWKS,2012-12-26,290,46,98,11,33,23,31,8,39,35,11,6,10,18
MIAMI HEAT,2012-12-26,240,37,81,12,23,19,25,9,35,21,9,5,13,25
CHARLOTTE BOBCATS,2012-12-26,240,34,78,5,14,19,28,10,32,18,6,6,16,22
LOS ANGELES LAKERS,2012-12-26,240,41,83,11,29,21,30,11,27,29,2,8,14,23
DENVER NUGGETS,2012-12-26,240,45,94,12,22,24,32,20,28,31,10,7,10,23
PHILADELPHIA 76ERS,2012-12-26,240,37,71,9,16,16,23,8,30,23,9,12,16,15
MEMPHIS GRIZZLIES,2012-12-26,240,35,90,5,15,14,17,15,22,22,10,4,13,18
BROOKLYN NETS,2012-12-26,240,34,88,4,21,21,24,15,28,17,9,7,15,18
MILWAUKEE BUCKS,2012-12-26,240,40,84,10,17,18,19,14,35,24,12,5,18,20
HOUSTON ROCKETS,2012-12-26,240,33,81,9,31,12,15,7,40,19,7,2,16,19
MINNESOTA TIMBERWOLVES,2012-12-26,240,32,84,7,28,13,17,12,38,18,10,4,14,12
NEW ORLEANS HORNETS,2012-12-26,240,38,76,2,12,19,20,8,28,19,5,7,8,17
ORLANDO MAGIC,2012-12-26,240,36,79,11,30,11,13,11,27,25,5,5,13,17
NEW YORK KNICKS,2012-12-26,240,40,88,9,22,10,14,9,32,21,8,6,11,17
PHOENIX SUNS,2012-12-26,240,38,83,8,21,13,16,5,33,21,7,5,13,12
SACRAMENTO KINGS,2012-12-26,240,35,86,9,24,12,16,12,23,28,8,3,10,18
PORTLAND TRAIL BLAZERS,2012-12-26,240,44,87,6,21,15,20,17,36,31,5,4,17,17
TORONTO RAPTORS,2012-12-26,240,33,78,7,18,7,12,10,25,24,10,2,15,19
SAN ANTONIO SPURS,2012-12-26,240,34,71,8,19,24,29,10,34,25,11,5,17,16
GOLDEN STATE WARRIORS,2012-12-26,240,33,82,9,18,19,20,9,34,19,10,6,10,18
UTAH JAZZ,2012-12-26,240,32,83,4,17,15,22,9,35,17,5,2,14,17
CLEVELAND CAVALIERS,2012-12-26,240,31,82,10,27,15,23,12,26,20,9,3,10,16
WASHINGTON WIZARDS,2012-12-26,240,35,76,4,18,10,14,12,39,22,4,6,20,21
BOSTON CELTICS,2012-12-27,240,29,72,6,16,13,15,7,33,20,5,3,18,23
LOS ANGELES CLIPPERS,2012-12-27,240,41,85,12,30,12,24,10,34,31,12,7,8,18
DALLAS MAVERICKS,2012-12-27,265,40,95,11,24,14,16,10,36,22,9,5,13,19
OKLAHOMA CITY THUNDER,2012-12-27,265,39,93,10,25,23,28,17,39,23,8,13,12,18
CHARLOTTE BOBCATS,2012-12-28,240,28,73,3,10,22,32,12,24,11,6,0,12,23
BROOKLYN NETS,2012-12-28,240,34,76,9,27,20,26,12,31,19,7,7,12,24
ATLANTA HAWKS,2012-12-28,240,38,78,13,24,13,16,8,35,27,8,11,14,15
CLEVELAND CAVALIERS,2012-12-28,240,36,86,8,21,14,14,10,30,19,11,4,11,16
DENVER NUGGETS,2012-12-28,240,43,94,12,28,8,14,17,43,25,10,2,17,24
DALLAS MAVERICKS,2012-12-28,240,33,88,5,25,14,21,13,30,17,9,5,14,15
MIAMI HEAT,2012-12-28,240,39,77,9,29,12,16,10,25,18,6,5,14,16
DETROIT PISTONS,2012-12-28,240,43,74,12,19,11,17,7,31,24,6,2,14,20
PHILADELPHIA 76ERS,2012-12-28,240,35,87,5,20,14,23,9,34,25,14,3,9,19
GOLDEN STATE WARRIORS,2012-12-28,240,34,80,7,17,21,26,9,43,20,5,3,18,19
PHOENIX SUNS,2012-12-28,240,38,82,2,14,13,16,10,27,20,5,2,11,26
INDIANA PACERS,2012-12-28,240,34,77,8,16,21,29,16,32,19,6,2,15,22
PORTLAND TRAIL BLAZERS,2012-12-28,240,36,87,3,19,12,16,13,31,24,7,5,9,23
