team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,2013-02-05,240,46,91,23,40,25,35,14,34,35,6,2,8,24
ATLANTA HAWKS,2013-02-05,240,36,81,8,21,23,28,5,34,26,5,3,16,33
INDIANA PACERS,2013-02-05,240,36,75,11,25,31,40,5,32,28,7,8,12,26
PHOENIX SUNS,2013-02-05,240,37,73,4,10,18,22,11,29,19,9,2,21,23
MEMPHIS GRIZZLIES,2013-02-05,240,36,82,3,9,15,17,14,20,15,7,0,16,20
MEMPHIS GRIZZLIES,2013-02-06,240,38,84,5,12,11,16,9,29,28,6,4,8,19
ATLANTA HAWKS,2013-02-06,240,38,74,10,24,17,23,6,40,28,4,5,13,16
CHARLOTTE BOBCATS,2013-02-06,240,37,79,6,15,15,25,9,28,21,5,5,13,10
CLEVELAND CAVALIERS,2013-02-06,240,52,92,9,24,9,13,10,35,33,6,5,6,20
PORTLAND TRAIL BLAZERS,2013-02-06,240,36,84,10,30,17,19,7,35,20,6,1,6,20
DALLAS MAVERICKS,2013-02-06,240,41,86,10,20,13,19,11,35,22,5,3,8,16
BROOKLYN NETS,2013-02-06,240,34,82,6,16,19,25,15,31,22,6,5,13,19
DETROIT PISTONS,2013-02-06,240,36,83,3,17,15,21,14,27,28,7,7,14,29
HOUSTON ROCKETS,2013-02-06,240,39,80,9,25,21,25,8,31,19,6,2,16,26
MIAMI HEAT,2013-02-06,240,40,82,10,23,24,28,8,30,23,9,6,10,16
SAN ANTONIO SPURS,2013-02-06,240,37,81,10,25,20,21,7,34,24,13,5,13,22
MINNESOTA TIMBERWOLVES,2013-02-06,240,33,81,8,18,20,23,12,37,16,7,5,15,19
PHOENIX SUNS,2013-02-06,240,35,78,1,15,13,15,11,29,19,4,4,16,17
NEW ORLEANS HORNETS,2013-02-06,240,39,75,4,14,11,17,9,24,24,10,7,11,17
GOLDEN STATE WARRIORS,2013-02-06,240,38,93,10,20,12,16,13,36,25,7,4,19,15
OKLAHOMA CITY THUNDER,2013-02-06,240,48,95,8,23,15,20,10,40,29,12,16,12,12
LOS ANGELES CLIPPERS,2013-02-06,240,33,82,6,18,14,22,13,35,17,16,6,14,16
ORLANDO MAGIC,2013-02-06,240,30,87,6,20,10,14,14,36,16,6,5,18,20
INDIANA PACERS,2013-02-06,240,32,81,5,17,19,25,16,38,20,10,4,9,8
PHILADELPHIA 76ERS,2013-02-06,240,31,89,2,8,5,7,16,35,20,8,8,15,17
BOSTON CELTICS,2013-02-06,240,35,73,4,19,25,30,6,35,21,4,5,13,20
TORONTO RAPTORS,2013-02-06,240,34,82,4,18,23,26,12,31,18,12,2,15,23
MILWAUKEE BUCKS,2013-02-06,240,29,82,6,19,22,29,9,28,15,12,9,16,21
UTAH JAZZ,2013-02-06,240,39,81,5,10,17,26,17,33,23,9,12,19,23
NEW YORK KNICKS,2013-02-06,240,34,84,9,28,19,23,12,29,14,5,3,9,12
WASHINGTON WIZARDS,2013-02-06,240,42,79,11,20,11,14,7,31,23,3,4,10,17
LOS ANGELES LAKERS,2013-02-07,240,36,87,5,23,18,30,13,30,16,2,3,12,19
BOSTON CELTICS,2013-02-07,240,46,87,5,11,19,25,12,36,25,10,5,9,28
CHICAGO BULLS,2013-02-07,240,38,91,10,27,10,14,16,18,26,5,4,14,16
DENVER NUGGETS,2013-02-07,240,50,86,9,19,19,23,16,30,29,11,8,10,16
NEW ORLEANS HORNETS,2013-02-08,240,45,86,9,16,12,18,11,33,24,4,5,13,19
ATLANTA HAWKS,2013-02-08,240,35,74,13,24,17,23,5,28,30,8,6,17,15
LOS ANGELES LAKERS,2013-02-08,240,36,80,8,26,20,25,6,40,23,6,10,13,17
CHARLOTTE BOBCATS,2013-02-08,240,38,89,4,14,13,19,8,38,30,10,4,10,20
ORLANDO MAGIC,2013-02-08,240,45,86,8,21,10,13,9,30,30,3,7,19,26
CLEVELAND CAVALIERS,2013-02-08,240,39,80,7,14,34,41,7,25,23,10,3,6,15
SAN ANTONIO SPURS,2013-02-08,240,37,81,10,24,25,30,9,24,20,8,9,7,16
DETROIT PISTONS,2013-02-08,240,46,89,10,22,17,20,15,34,26,5,4,12,20
PORTLAND TRAIL BLAZERS,2013-02-08,240,40,88,8,26,15,20,15,25,21,4,4,11,12
HOUSTON ROCKETS,2013-02-08,240,47,79,12,26,12,16,7,32,27,5,9,10,19
TORONTO RAPTORS,2013-02-08,265,42,96,2,9,14,19,17,29,19,9,9,14,31
INDIANA PACERS,2013-02-08,265,35,78,9,22,19,28,10,32,23,6,7,18,22
GOLDEN STATE WARRIORS,2013-02-08,240,36,74,6,17,15,20,7,27,18,5,4,16,25
MEMPHIS GRIZZLIES,2013-02-08,240,36,79,8,20,19,23,9,34,26,6,4,12,22
LOS ANGELES CLIPPERS,2013-02-08,240,34,77,7,16,14,19,11,24,23,9,5,18,24
MIAMI HEAT,2013-02-08,240,36,68,15,27,24,32,8,28,22,11,4,13,21
NEW YORK KNICKS,2013-02-08,240,38,81,8,26,16,20,10,32,19,5,6,8,19
MINNESOTA TIMBERWOLVES,2013-02-08,240,37,80,1,13,19,27,12,29,19,6,2,9,18
PHOENIX SUNS,2013-02-08,240,39,83,7,18,11,15,11,28,18,4,4,16,18
OKLAHOMA CITY THUNDER,2013-02-08,240,50,87,14,21,13,18,10,30,29,10,11,8,20
CHICAGO BULLS,2013-02-08,240,36,79,5,12,16,18,15,26,25,6,2,9,16
UTAH JAZZ,2013-02-08,240,37,78,4,16,11,17,13,24,21,4,10,12,22
BROOKLYN NETS,2013-02-08,240,25,76,5,18,19,32,10,37,17,9,5,15,14
WASHINGTON WIZARDS,2013-02-08,240,36,80,7,16,10,11,5,40,19,11,4,12,25
DENVER NUGGETS,2013-02-09,240,40,80,6,17,25,34,15,31,23,9,8,20,21
CLEVELAND CAVALIERS,2013-02-09,240,37,84,9,20,20,26,11,27,24,9,5,15,23
GOLDEN STATE WARRIORS,2013-02-09,240,34,89,6,16,17,24,17,35,12,4,1,15,26
DALLAS MAVERICKS,2013-02-09,240,38,77,11,20,29,38,6,38,25,9,6,10,23
DETROIT PISTONS,2013-02-09,240,41,83,8,17,15,19,11,35,25,11,2,20,20
MILWAUKEE BUCKS,2013-02-09,240,34,86,7,17,25,28,12,30,19,12,7,13,14
CHARLOTTE BOBCATS,2013-02-09,240,27,88,2,16,20,23,12,28,20,5,3,7,17
PHILADELPHIA 76ERS,2013-02-09,240,39,93,2,16,7,10,16,44,24,2,2,11,19
UTAH JAZZ,2013-02-09,240,40,82,4,15,25,26,11,28,23,8,7,18,27
SACRAMENTO KINGS,2013-02-09,240,44,85,8,19,24,35,16,28,27,11,6,16,24
DENVER NUGGETS,2013-02-10,315,48,113,8,26,10,17,15,50,25,10,11,21,19
BOSTON CELTICS,2013-02-10,315,43,108,13,30,19,24,8,43,34,14,8,16,19
SAN ANTONIO SPURS,2013-02-10,240,43,73,12,19,13,20,6,22,22,10,3,5,14
BROOKLYN NETS,2013-02-10,240,34,72,6,19,12,17,12,27,12,2,4,16,17
MINNESOTA TIMBERWOLVES,2013-02-10,240,34,69,4,16,16,25,10,23,24,7,2,19,20
MEMPHIS GRIZZLIES,2013-02-10,240,41,79,6,13,17,22,13,23,30,12,4,13,24
LOS ANGELES LAKERS,2013-02-10,240,35,70,7,12,20,26,5,24,16,9,3,14,17
MIAMI HEAT,2013-02-10,240,44,80,6,16,13,14,10,28,19,10,6,11,27
LOS ANGELES CLIPPERS,2013-02-10,240,41,80,10,28,10,16,13,30,21,10,6,14,19
NEW YORK KNICKS,2013-02-10,240,33,74,7,23,15,18,10,25,11,10,3,16,18
PORTLAND TRAIL BLAZERS,2013-02-10,240,42,83,10,27,10,12,5,33,31,4,3,14,13
ORLANDO MAGIC,2013-02-10,240,47,93,5,15,11,18,17,33,34,5,3,10,16
OKLAHOMA CITY THUNDER,2013-02-10,240,34,76,9,17,20,27,5,35,23,15,9,13,7
PHOENIX SUNS,2013-02-10,240,30,91,4,14,5,5,17,36,18,6,8,22,22
HOUSTON ROCKETS,2013-02-10,240,44,89,10,33,13,17,14,29,29,6,7,15,21
SACRAMENTO KINGS,2013-02-10,240,40,87,11,20,26,27,15,31,22,9,2,13,21
NEW ORLEANS HORNETS,2013-02-10,240,34,69,5,13,16,25,6,27,16,3,7,17,17
TORONTO RAPTORS,2013-02-10,240,40,78,8,16,14,18,12,27,24,7,4,11,21
BOSTON CELTICS,2013-02-11,240,32,77,6,14,21,26,8,36,26,6,7,10,24
CHARLOTTE BOBCATS,2013-02-11,240,33,77,8,18,20,30,10,37,22,6,7,10,19
SAN ANTONIO SPURS,2013-02-11,240,39,75,8,16,17,20,2,24,21,10,1,8,18
CHICAGO BULLS,2013-02-11,240,37,78,2,12,13,20,17,32,18,7,5,19,23
MINNESOTA TIMBERWOLVES,2013-02-11,240,39,75,8,14,14,17,10,26,25,10,6,20,17
CLEVELAND CAVALIERS,2013-02-11,240,40,79,5,18,7,11,9,22,24,12,7,20,15
ATLANTA HAWKS,2013-02-11,240,40,77,9,26,16,23,8,40,26,7,2,18,20
DALLAS MAVERICKS,2013-02-11,240,38,89,9,21,16,20,8,29,25,9,3,11,20
NEW ORLEANS HORNETS,2013-02-11,240,41,83,10,21,13,14,10,39,26,7,10,14,25
DETROIT PISTONS,2013-02-11,240,29,81,5,19,23,33,14,27,21,13,3,13,16
BROOKLYN NETS,2013-02-11,265,31,80,4,12,23,32,11,41,9,6,6,11,21
INDIANA PACERS,2013-02-11,265,33,96,5,22,13,18,17,36,16,6,7,8,26
WASHINGTON WIZARDS,2013-02-11,240,42,74,4,12,14,17,7,40,29,7,4,19,16
MILWAUKEE BUCKS,2013-02-11,240,36,95,5,23,13,22,17,26,23,13,5,9,17
LOS ANGELES CLIPPERS,2013-02-11,240,44,75,8,19,11,22,11,32,29,8,7,13,16
PHILADELPHIA 76ERS,2013-02-11,240,35,84,9,18,11,16,16,21,27,8,0,13,18
HOUSTON ROCKETS,2013-02-12,240,43,91,10,34,20,25,10,38,32,8,3,11,21
GOLDEN STATE WARRIORS,2013-02-12,240,38,84,8,20,23,31,8,38,25,6,6,13,22
PHOENIX SUNS,2013-02-12,240,35,85,3,13,12,17,12,36,27,10,8,19,21
LOS ANGELES LAKERS,2013-02-12,240,36,83,7,21,12,18,12,36,23,9,5,19,15
SACRAMENTO KINGS,2013-02-12,240,40,86,4,16,17,24,12,24,20,12,2,14,24
MEMPHIS GRIZZLIES,2013-02-12,240,41,75,6,13,20,24,7,32,21,5,4,19,22
PORTLAND TRAIL BLAZERS,2013-02-12,240,39,73,8,24,18,20,4,21,15,3,2,14,18
MIAMI HEAT,2013-02-12,240,43,74,8,19,23,27,10,22,22,9,7,9,21
DENVER NUGGETS,2013-02-12,240,44,85,6,16,14,20,18,27,24,13,5,18,20
TORONTO RAPTORS,2013-02-12,240,39,83,10,21,21,23,15,23,23,10,5,17,21
OKLAHOMA CITY THUNDER,2013-02-12,240,38,68,5,15,13,23,7,19,15,11,13,20,16
UTAH JAZZ,2013-02-12,240,42,87,7,19,18,22,16,22,25,14,3,17,21
CHICAGO BULLS,2013-02-13,240,27,74,3,17,12,17,13,36,15,5,4,20,19
BOSTON CELTICS,2013-02-13,240,28,76,5,15,10,12,8,31,18,9,4,10,21
DENVER NUGGETS,2013-02-13,240,42,79,12,17,12,22,11,18,25,8,5,14,24
BROOKLYN NETS,2013-02-13,240,41,75,16,27,21,30,11,26,29,5,3,13,21
SAN ANTONIO SPURS,2013-02-13,240,38,84,5,19,15,18,11,33,25,7,10,13,15
CLEVELAND CAVALIERS,2013-02-13,240,40,97,2,11,13,15,16,32,24,8,4,10,15
SACRAMENTO KINGS,2013-02-13,240,33,80,4,16,30,36,12,32,17,8,2,18,22
DALLAS MAVERICKS,2013-02-13,240,43,92,13,34,24,26,15,36,27,12,10,12,27
WASHINGTON WIZARDS,2013-02-13,240,34,70,3,11,14,22,5,27,22,7,3,17,18
DETROIT PISTONS,2013-02-13,240,35,79,9,18,17,25,14,34,19,10,4,17,20
CHARLOTTE BOBCATS,2013-02-13,240,26,82,5,16,20,28,16,29,14,5,8,16,20
INDIANA PACERS,2013-02-13,240,41,95,6,19,13,19,18,35,24,7,9,7,21
HOUSTON ROCKETS,2013-02-13,240,36,82,5,24,19,22,13,28,18,10,2,21,23
LOS ANGELES CLIPPERS,2013-02-13,240,37,75,13,32,19,26,6,31,28,12,6,18,19
PHILADELPHIA 76ERS,2013-02-13,240,34,76,4,13,20,24,11,30,18,5,4,14,22
MILWAUKEE BUCKS,2013-02-13,240,37,88,4,18,16,21,16,25,21,9,10,13,21
UTAH JAZZ,2013-02-13,240,38,87,2,11,19,25,13,40,20,7,9,14,22
MINNESOTA TIMBERWOLVES,2013-02-13,240,29,85,5,22,30,38,14,35,18,8,3,10,19
PORTLAND TRAIL BLAZERS,2013-02-13,240,24,74,2,17,13,13,6,29,19,4,9,16,12
NEW ORLEANS HORNETS,2013-02-13,240,41,87,5,12,12,18,15,37,26,7,6,6,13
TORONTO RAPTORS,2013-02-13,240,31,73,9,21,21,24,8,27,12,3,8,10,20
NEW YORK KNICKS,2013-02-13,240,28,79,9,25,23,32,20,32,12,7,2,11,21
ATLANTA HAWKS,2013-02-13,240,41,92,10,34,16,23,17,37,32,6,3,9,12
ORLANDO MAGIC,2013-02-13,240,34,82,3,14,5,9,7,34,18,7,2,15,21
LOS ANGELES CLIPPERS,2013-02-14,240,46,89,16,30,17,22,17,30,25,9,8,14,25
LOS ANGELES LAKERS,2013-02-14,240,38,75,6,20,19,27,10,27,30,9,2,16,17
MIAMI HEAT,2013-02-14,240,41,88,11,29,17,22,13,33,23,10,4,14,29
OKLAHOMA CITY THUNDER,2013-02-14,240,32,73,3,13,33,34,5,30,16,5,5,16,23
MILWAUKEE BUCKS,2013-02-19,265,46,96,7,20,12,18,12,31,23,4,10,8,21
BROOKLYN NETS,2013-02-19,265,43,91,10,19,17,23,17,32,25,6,4,15,17
BOSTON CELTICS,2013-02-19,240,35,79,7,20,13,16,8,31,22,6,2,12,24
DENVER NUGGETS,2013-02-19,240,33,77,7,20,24,36,10,35,21,7,3,7,17
MEMPHIS GRIZZLIES,2013-02-19,240,45,80,3,9,12,20,12,32,29,14,7,16,20
DETROIT PISTONS,2013-02-19,240,38,82,9,20,6,10,6,23,28,7,4,16,18
CHICAGO BULLS,2013-02-19,240,39,84,5,13,13,17,14,33,30,10,6,15,19
NEW ORLEANS HORNETS,2013-02-19,240,35,84,4,17,13,20,11,28,23,8,7,15,16
CHARLOTTE BOBCATS,2013-02-19,240,38,81,9,24,20,27,10,35,18,6,5,16,18
ORLANDO MAGIC,2013-02-19,240,37,89,4,25,14,17,13,33,26,7,2,14,20
PHOENIX SUNS,2013-02-19,240,41,82,3,13,17,20,14,37,30,8,2,17,28
PORTLAND TRAIL BLAZERS,2013-02-19,240,33,80,6,20,26,32,12,25,18,7,1,14,15
SAN ANTONIO SPURS,2013-02-19,240,35,75,10,30,28,35,7,39,25,9,8,17,21
SACRAMENTO KINGS,2013-02-19,240,34,90,9,25,25,29,10,32,21,8,2,10,23
GOLDEN STATE WARRIORS,2013-02-19,240,39,83,5,17,18,24,13,29,17,5,3,13,22
UTAH JAZZ,2013-02-19,240,39,78,10,21,27,33,8,27,23,8,8,11,23
TORONTO RAPTORS,2013-02-19,240,35,78,8,20,18,20,8,34,20,10,5,16,19
WASHINGTON WIZARDS,2013-02-19,240,30,78,6,15,22,27,12,32,20,6,3,16,20
MIAMI HEAT,2013-02-20,240,37,78,10,23,19,25,5,28,23,11,1,11,15
ATLANTA HAWKS,2013-02-20,240,36,72,7,26,11,16,5,37,28,6,2,19,20
DETROIT PISTONS,2013-02-20,240,40,81,8,17,17,23,8,34,26,4,8,9,23
CHARLOTTE BOBCATS,2013-02-20,240,36,89,11,25,16,21,16,30,25,3,9,8,18
NEW ORLEANS HORNETS,2013-02-20,240,37,76,7,15,19,22,11,28,16,2,6,13,28
CLEVELAND CAVALIERS,2013-02-20,240,38,77,5,14,24,34,12,22,20,6,3,8,18
ORLANDO MAGIC,2013-02-20,240,39,85,5,16,13,22,10,33,24,5,4,11,13
DALLAS MAVERICKS,2013-02-20,240,42,88,11,29,16,18,7,37,32,6,8,9,19
PHOENIX SUNS,2013-02-20,240,40,84,9,17,9,14,11,30,28,7,8,14,18
GOLDEN STATE WARRIORS,2013-02-20,240,42,87,10,20,14,17,13,31,29,6,6,10,16
OKLAHOMA CITY THUNDER,2013-02-20,240,42,87,11,28,24,27,13,35,25,6,11,23,22
HOUSTON ROCKETS,2013-02-20,240,44,92,15,33,19,23,11,31,26,14,4,18,23
NEW YORK KNICKS,2013-02-20,240,29,86,5,28,28,36,13,26,17,13,3,15,29
INDIANA PACERS,2013-02-20,240,42,79,11,24,30,39,14,40,28,8,9,21,25
BOSTON CELTICS,2013-02-20,240,39,82,9,20,12,20,7,27,24,5,4,12,25
LOS ANGELES LAKERS,2013-02-20,240,42,83,7,22,22,31,14,35,24,5,3,12,21
BROOKLYN NETS,2013-02-20,240,34,85,9,26,20,26,9,34,23,10,6,11,23
MILWAUKEE BUCKS,2013-02-20,240,35,75,6,14,18,31,7,41,22,5,9,17,24
PHILADELPHIA 76ERS,2013-02-20,240,31,81,4,13,21,32,10,29,18,8,5,10,30
MINNESOTA TIMBERWOLVES,2013-02-20,240,28,70,5,13,33,44,10,41,21,9,5,15,23
MEMPHIS GRIZZLIES,2013-02-20,240,29,80,6,13,24,34,20,29,20,7,7,10,23
TORONTO RAPTORS,2013-02-20,240,26,71,8,18,22,26,11,31,14,5,4,14,28
MIAMI HEAT,2013-02-21,240,37,73,3,13,9,14,8,28,20,14,6,17,15
CHICAGO BULLS,2013-02-21,240,28,75,2,10,9,11,13,26,20,10,4,26,15
SAN ANTONIO SPURS,2013-02-21,240,43,73,8,17,22,28,8,26,30,7,6,17,20
LOS ANGELES CLIPPERS,2013-02-21,240,32,76,5,16,21,25,13,20,21,5,1,18,22
SACRAMENTO KINGS,2013-02-22,240,38,88,12,22,20,25,14,32,24,3,2,15,18
ATLANTA HAWKS,2013-02-22,240,49,92,12,27,12,19,10,35,33,7,9,6,25
HOUSTON ROCKETS,2013-02-22,240,41,77,16,30,8,12,7,30,25,5,4,16,22
BROOKLYN NETS,2013-02-22,240,40,91,10,30,6,11,14,27,24,9,5,13,19
CHICAGO BULLS,2013-02-22,240,42,83,5,14,16,20,10,36,37,6,7,6,26
CHARLOTTE BOBCATS,2013-02-22,240,25,75,4,16,21,35,15,30,13,2,6,12,17
SAN ANTONIO SPURS,2013-02-22,265,37,95,4,22,23,32,10,40,17,7,7,9,22
GOLDEN STATE WARRIORS,2013-02-22,265,39,94,5,21,24,30,9,48,25,6,5,12,23
DETROIT PISTONS,2013-02-22,240,29,82,3,19,21,37,15,26,15,8,5,16,26
INDIANA PACERS,2013-02-22,240,41,73,10,14,22,33,4,43,29,10,6,14,25
PORTLAND TRAIL BLAZERS,2013-02-22,240,46,94,8,20,7,12,7,35,25,9,2,14,28
LOS ANGELES LAKERS,2013-02-22,240,40,85,6,18,25,34,12,35,18,8,5,16,14
ORLANDO MAGIC,2013-02-22,240,35,84,5,15,7,9,11,31,19,6,8,12,26
MEMPHIS GRIZZLIES,2013-02-22,240,34,76,3,16,17,29,14,38,24,8,6,14,15
DALLAS MAVERICKS,2013-02-22,240,40,84,8,20,16,19,13,31,26,9,17,12,18
NEW ORLEANS HORNETS,2013-02-22,240,37,91,5,17,21,24,14,31,25,8,4,12,20
MINNESOTA TIMBERWOLVES,2013-02-22,240,41,85,6,17,23,29,9,23,26,11,5,10,23
OKLAHOMA CITY THUNDER,2013-02-22,240,48,83,9,14,22,22,8,33,28,7,7,17,26
BOSTON CELTICS,2013-02-22,240,44,79,10,22,15,23,9,36,19,8,6,12,20
PHOENIX SUNS,2013-02-22,240,35,84,4,19,14,23,12,28,26,8,3,13,19
NEW YORK KNICKS,2013-02-22,240,35,75,10,28,18,23,10,32,19,5,8,16,28
TORONTO RAPTORS,2013-02-22,240,35,80,7,18,23,28,6,25,18,7,3,9,22
DENVER NUGGETS,2013-02-22,240,39,81,4,22,31,37,8,28,27,11,5,11,24
WASHINGTON WIZARDS,2013-02-22,240,42,88,11,24,24,33,18,31,27,7,8,18,26
DENVER NUGGETS,2013-02-23,240,44,83,7,19,18,22,11,29,30,11,10,17,28
CHARLOTTE BOBCATS,2013-02-23,240,37,82,2,11,23,30,12,25,22,8,10,18,20
INDIANA PACERS,2013-02-23,240,34,75,8,22,14,19,10,38,21,8,6,20,25
DETROIT PISTONS,2013-02-23,240,26,77,2,14,18,24,10,29,14,9,2,14,22
UTAH JAZZ,2013-02-23,240,35,84,1,15,23,28,12,27,25,8,6,16,21
LOS ANGELES CLIPPERS,2013-02-23,240,40,78,8,20,19,24,10,36,22,9,2,20,24
ATLANTA HAWKS,2013-02-23,240,39,91,14,28,11,14,10,31,27,10,4,11,16
MILWAUKEE BUCKS,2013-02-23,240,41,89,4,12,16,20,17,41,28,8,2,17,14
CLEVELAND CAVALIERS,2013-02-23,240,43,87,9,21,23,28,18,29,28,8,4,10,20
ORLANDO MAGIC,2013-02-23,240,38,79,4,14,14,22,11,25,22,5,7,15,20
MIAMI HEAT,2013-02-23,240,45,77,9,21,15,18,5,32,27,9,2,6,10
PHILADELPHIA 76ERS,2013-02-23,240,35,78,11,28,9,10,7,25,25,1,3,12,15
HOUSTON ROCKETS,2013-02-23,240,38,84,19,46,8,14,13,26,24,7,3,16,19
WASHINGTON WIZARDS,2013-02-23,240,41,80,7,16,16,19,9,28,31,8,6,13,18
MEMPHIS GRIZZLIES,2013-02-24,240,32,71,2,7,10,12,7,28,16,6,11,11,19
BROOKLYN NETS,2013-02-24,240,29,77,9,21,5,13,17,27,18,7,4,14,14
LOS ANGELES LAKERS,2013-02-24,240,34,72,13,25,22,31,7,38,17,7,2,16,16
DALLAS MAVERICKS,2013-02-24,240,39,87,8,18,13,19,12,32,19,11,1,12,23
CLEVELAND CAVALIERS,2013-02-24,240,39,78,8,20,19,24,9,26,18,7,4,11,19
MIAMI HEAT,2013-02-24,240,39,75,12,19,19,24,6,28,23,8,9,11,17
GOLDEN STATE WARRIORS,2013-02-24,240,37,81,7,17,19,23,14,34,18,11,4,22,28
MINNESOTA TIMBERWOLVES,2013-02-24,240,37,85,1,11,24,31,14,27,23,12,2,17,21
SACRAMENTO KINGS,2013-02-24,240,35,83,12,19,13,13,11,27,20,5,4,13,16
NEW ORLEANS HORNETS,2013-02-24,240,45,89,6,16,14,15,15,31,31,5,9,9,13
PHILADELPHIA 76ERS,2013-02-24,240,36,85,4,13,17,20,11,33,18,8,2,12,22
NEW YORK KNICKS,2013-02-24,240,32,75,8,33,27,35,11,37,17,7,3,12,18
CHICAGO BULLS,2013-02-24,240,25,86,4,18,18,24,16,28,14,10,5,17,18
OKLAHOMA CITY THUNDER,2013-02-24,240,36,79,6,17,24,27,14,38,17,9,9,17,19
SAN ANTONIO SPURS,2013-02-24,240,32,72,5,17,28,35,4,32,22,10,5,17,26
PHOENIX SUNS,2013-02-24,240,30,81,3,9,24,33,13,34,24,11,8,20,27
BOSTON CELTICS,2013-02-24,240,36,85,2,13,12,15,6,30,16,9,2,9,18
PORTLAND TRAIL BLAZERS,2013-02-24,240,35,79,7,21,15,19,11,36,21,4,2,16,16
LOS ANGELES LAKERS,2013-02-25,240,43,78,8,19,14,31,8,28,21,6,5,15,17
DENVER NUGGETS,2013-02-25,240,49,88,5,18,16,27,13,31,30,13,7,9,25
ATLANTA HAWKS,2013-02-25,240,40,79,14,33,20,24,8,29,31,10,4,13,16
DETROIT PISTONS,2013-02-25,240,41,84,3,14,18,22,10,31,25,8,1,17,18
WASHINGTON WIZARDS,2013-02-25,240,34,81,7,12,15,17,10,39,17,7,1,19,23
TORONTO RAPTORS,2013-02-25,240,29,79,5,19,21,27,9,30,13,9,7,14,18
BOSTON CELTICS,2013-02-25,265,41,86,10,27,18,20,8,29,19,8,5,12,24
UTAH JAZZ,2013-02-25,265,39,88,8,17,21,24,15,29,23,6,6,13,19
CLEVELAND CAVALIERS,2013-02-26,240,40,81,5,17,16,19,13,26,18,9,5,10,19
CHICAGO BULLS,2013-02-26,240,39,78,9,21,11,15,11,23,33,5,8,15,17
MILWAUKEE BUCKS,2013-02-26,240,34,82,7,18,20,26,8,31,22,10,1,12,20
DALLAS MAVERICKS,2013-02-26,240,36,85,1,17,17,21,16,40,20,7,4,20,21
GOLDEN STATE WARRIORS,2013-02-26,240,33,76,12,21,19,24,15,31,16,11,6,20,23
INDIANA PACERS,2013-02-26,240,41,84,6,21,20,27,14,28,22,14,9,12,17
CHARLOTTE BOBCATS,2013-02-26,240,33,81,6,16,12,14,7,30,17,9,4,16,21
LOS ANGELES CLIPPERS,2013-02-26,240,41,76,12,22,12,26,9,34,34,11,10,15,17
SACRAMENTO KINGS,2013-02-26,290,48,93,14,27,19,26,14,26,33,12,5,19,25
MIAMI HEAT,2013-02-26,290,56,101,10,23,19,24,8,33,35,13,9,12,22
BROOKLYN NETS,2013-02-26,240,37,76,12,20,15,18,12,29,28,3,9,13,14
NEW ORLEANS HORNETS,2013-02-26,240,40,87,5,14,12,15,12,26,22,8,8,7,22
ORLANDO MAGIC,2013-02-26,240,41,76,5,13,11,16,6,39,33,4,3,13,18
PHILADELPHIA 76ERS,2013-02-26,240,32,81,7,21,13,18,8,29,26,6,1,11,15
MINNESOTA TIMBERWOLVES,2013-02-26,265,31,90,5,19,16,25,12,40,21,14,7,16,17
PHOENIX SUNS,2013-02-26,265,37,91,5,13,5,14,16,40,23,5,11,20,26
TORONTO RAPTORS,2013-02-27,240,35,78,2,20,20,25,9,29,25,3,8,15,25
CLEVELAND CAVALIERS,2013-02-27,240,34,82,5,13,30,32,13,27,26,7,5,10,19
MILWAUKEE BUCKS,2013-02-27,240,43,89,9,24,15,20,9,34,27,10,6,17,23
HOUSTON ROCKETS,2013-02-27,240,42,89,7,23,16,25,13,34,26,11,1,17,20
DALLAS MAVERICKS,2013-02-27,240,33,76,3,12,15,19,6,29,20,9,9,21,23
MEMPHIS GRIZZLIES,2013-02-27,240,29,78,5,14,27,34,11,35,21,11,2,15,23
GOLDEN STATE WARRIORS,2013-02-27,240,36,72,15,27,18,21,5,33,14,6,4,17,23
NEW YORK KNICKS,2013-02-27,240,36,87,11,34,26,33,16,30,19,12,3,10,23
NEW ORLEANS HORNETS,2013-02-27,240,27,77,6,21,14,18,7,18,17,5,4,12,23
OKLAHOMA CITY THUNDER,2013-02-27,240,42,76,8,18,27,28,13,35,27,7,9,10,14
SACRAMENTO KINGS,2013-02-27,240,46,84,10,22,23,29,7,33,31,12,3,13,22
ORLANDO MAGIC,2013-02-27,240,37,83,6,19,21,25,8,30,25,6,2,18,30
DENVER NUGGETS,2013-02-27,240,45,87,3,14,18,31,13,29,29,16,6,15,24
PORTLAND TRAIL BLAZERS,2013-02-27,240,38,85,10,25,23,27,13,26,26,9,4,19,24
PHOENIX SUNS,2013-02-27,265,44,95,3,12,14,21,16,33,26,6,4,15,29
SAN ANTONIO SPURS,2013-02-27,265,35,81,6,17,25,35,10,34,24,9,2,17,21
ATLANTA HAWKS,2013-02-27,240,38,78,5,17,21,26,8,30,23,8,5,9,20
UTAH JAZZ,2013-02-27,240,37,83,4,15,13,23,15,32,17,5,5,13,23
DETROIT PISTONS,2013-02-27,240,39,72,9,15,9,16,5,31,35,10,4,16,15
WASHINGTON WIZARDS,2013-02-27,240,40,84,8,19,7,10,9,30,27,8,4,15,15
