team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,2018-03-09,240,33,78,9,29,13,16,5,29,17,7,4,14,17
SACRAMENTO KINGS,2018-03-09,240,36,83,9,25,13,15,13,37,24,7,3,16,21
HOUSTON ROCKETS,2018-03-09,240,40,81,9,27,16,23,7,29,15,9,3,13,13
TORONTO RAPTORS,2018-03-09,240,41,85,15,38,11,14,12,30,22,7,2,16,20
PHOENIX SUNS,2018-03-10,240,42,83,18,32,13,19,5,30,27,9,3,14,25
CHARLOTTE HORNETS,2018-03-10,240,44,87,13,32,21,27,7,34,24,11,5,12,18
MEMPHIS GRIZZLIES,2018-03-10,240,30,84,7,18,13,17,9,32,19,4,4,14,24
DALLAS MAVERICKS,2018-03-10,240,37,77,10,29,30,35,9,43,21,8,3,10,18
ORLANDO MAGIC,2018-03-10,240,38,84,8,24,21,27,9,24,20,12,2,14,19
LOS ANGELES CLIPPERS,2018-03-10,240,41,78,7,18,24,28,8,33,17,9,3,15,20
WASHINGTON WIZARDS,2018-03-10,240,34,77,7,20,27,34,8,32,22,4,2,15,20
MIAMI HEAT,2018-03-10,240,52,88,10,28,15,21,5,37,27,9,5,10,25
SAN ANTONIO SPURS,2018-03-10,240,40,86,10,20,4,7,6,37,26,6,3,14,22
OKLAHOMA CITY THUNDER,2018-03-10,240,39,85,10,28,16,24,11,38,24,8,4,15,13
CHICAGO BULLS,2018-03-11,240,48,98,17,37,16,19,13,34,31,10,4,5,24
ATLANTA HAWKS,2018-03-11,240,42,82,19,40,19,22,5,37,32,2,5,15,14
INDIANA PACERS,2018-03-11,240,39,81,12,22,9,10,6,33,26,9,7,18,20
BOSTON CELTICS,2018-03-11,240,34,81,12,37,17,21,10,32,26,10,5,16,13
PHILADELPHIA 76ERS,2018-03-11,240,50,95,9,26,11,18,12,36,33,12,7,9,19
BROOKLYN NETS,2018-03-11,240,33,85,10,28,21,24,13,29,17,5,5,18,19
HOUSTON ROCKETS,2018-03-11,240,39,84,17,45,10,14,6,39,21,5,5,11,22
DALLAS MAVERICKS,2018-03-11,240,33,94,5,31,11,18,17,36,27,5,2,10,18
SACRAMENTO KINGS,2018-03-11,240,39,91,6,31,20,26,7,31,25,3,1,3,21
DENVER NUGGETS,2018-03-11,240,50,89,15,37,15,21,8,43,38,2,4,7,17
CLEVELAND CAVALIERS,2018-03-11,240,41,88,12,31,19,23,7,30,22,4,5,12,18
LOS ANGELES LAKERS,2018-03-11,240,48,96,13,34,18,20,14,37,30,9,4,13,19
GOLDEN STATE WARRIORS,2018-03-11,240,37,91,10,36,19,21,12,38,22,6,7,13,17
MINNESOTA TIMBERWOLVES,2018-03-11,240,44,95,6,20,15,21,13,37,27,7,3,9,15
UTAH JAZZ,2018-03-11,240,40,96,12,32,24,25,17,38,24,4,3,15,20
NEW ORLEANS PELICANS,2018-03-11,240,41,93,6,21,11,13,10,28,28,7,14,13,25
TORONTO RAPTORS,2018-03-11,240,47,93,16,35,22,25,14,38,32,3,3,11,19
NEW YORK KNICKS,2018-03-11,240,40,88,7,21,19,24,8,29,21,7,4,10,19
SAN ANTONIO SPURS,2018-03-12,240,33,81,11,28,16,23,7,29,20,5,2,13,17
HOUSTON ROCKETS,2018-03-12,240,39,80,13,44,18,23,9,41,24,6,4,15,24
MILWAUKEE BUCKS,2018-03-12,240,47,81,12,25,15,22,11,36,33,6,5,18,22
MEMPHIS GRIZZLIES,2018-03-12,240,42,89,9,27,10,19,10,21,27,6,5,9,23
SACRAMENTO KINGS,2018-03-12,240,38,93,12,33,13,16,13,36,21,8,6,11,22
OKLAHOMA CITY THUNDER,2018-03-12,240,38,84,16,36,14,18,5,38,21,5,6,10,15
MIAMI HEAT,2018-03-12,240,39,91,10,31,11,16,10,36,24,6,4,11,24
PORTLAND TRAIL BLAZERS,2018-03-12,240,38,83,14,36,25,30,9,41,23,5,6,12,15
OKLAHOMA CITY THUNDER,2018-03-13,240,42,89,16,35,19,25,9,29,27,9,11,7,21
ATLANTA HAWKS,2018-03-13,240,37,87,13,31,20,24,13,34,26,5,5,15,25
TORONTO RAPTORS,2018-03-13,240,44,91,11,31,17,21,13,40,27,7,6,11,20
BROOKLYN NETS,2018-03-13,240,35,86,15,36,17,19,9,29,21,9,6,11,19
LOS ANGELES CLIPPERS,2018-03-13,240,37,76,8,29,30,41,6,36,27,4,5,14,14
CHICAGO BULLS,2018-03-13,240,43,101,7,29,13,15,11,34,26,11,2,9,28
DENVER NUGGETS,2018-03-13,240,38,86,13,40,14,19,5,39,26,12,4,19,26
LOS ANGELES LAKERS,2018-03-13,240,40,90,15,40,17,25,12,40,20,6,3,15,23
CHARLOTTE HORNETS,2018-03-13,240,45,93,7,26,18,22,8,37,22,8,9,13,13
NEW ORLEANS PELICANS,2018-03-13,240,52,104,9,22,6,8,14,36,33,10,7,12,16
DALLAS MAVERICKS,2018-03-13,240,40,89,14,35,16,18,12,28,22,11,1,12,15
NEW YORK KNICKS,2018-03-13,240,40,82,8,25,9,12,10,34,19,9,1,19,18
INDIANA PACERS,2018-03-13,240,38,95,5,24,20,25,14,31,20,13,2,9,23
PHILADELPHIA 76ERS,2018-03-13,240,35,75,10,30,18,22,7,41,24,3,7,21,25
CLEVELAND CAVALIERS,2018-03-13,240,43,87,17,35,26,30,5,39,25,12,9,19,25
PHOENIX SUNS,2018-03-13,240,38,98,6,32,25,30,11,36,17,10,2,18,21
ORLANDO MAGIC,2018-03-13,240,28,82,7,23,9,9,9,32,16,5,3,20,19
SAN ANTONIO SPURS,2018-03-13,240,40,84,9,19,19,23,11,37,24,10,7,12,13
DETROIT PISTONS,2018-03-13,240,30,80,5,25,14,19,8,24,14,14,4,17,23
UTAH JAZZ,2018-03-13,240,42,76,13,34,13,23,11,41,29,10,5,22,22
MINNESOTA TIMBERWOLVES,2018-03-13,240,46,87,7,21,17,19,11,26,23,10,7,10,21
WASHINGTON WIZARDS,2018-03-13,240,42,82,8,20,19,25,14,25,26,6,4,11,17
WASHINGTON WIZARDS,2018-03-14,290,46,97,12,32,21,28,13,39,29,10,6,19,26
BOSTON CELTICS,2018-03-14,290,48,99,12,26,16,23,10,34,30,9,5,17,22
LOS ANGELES LAKERS,2018-03-14,240,38,84,12,38,18,28,7,28,24,11,8,14,19
GOLDEN STATE WARRIORS,2018-03-14,240,44,81,6,20,23,28,11,39,25,8,6,21,24
MILWAUKEE BUCKS,2018-03-14,240,49,98,10,24,9,12,9,28,28,12,5,11,20
ORLANDO MAGIC,2018-03-14,240,44,87,18,34,20,23,9,33,31,10,4,17,16
MIAMI HEAT,2018-03-14,265,41,99,18,43,19,21,15,38,26,5,2,14,23
SACRAMENTO KINGS,2018-03-14,265,48,94,8,24,19,25,8,35,23,6,7,11,21
CHARLOTTE HORNETS,2018-03-15,240,46,87,17,33,20,30,6,39,30,3,3,10,21
ATLANTA HAWKS,2018-03-15,240,42,90,16,36,17,26,6,40,30,5,2,11,27
DETROIT PISTONS,2018-03-15,240,44,92,14,27,11,17,9,32,30,8,4,11,20
DENVER NUGGETS,2018-03-15,240,43,85,12,28,22,28,10,35,26,7,8,15,15
LOS ANGELES CLIPPERS,2018-03-15,240,44,97,4,18,4,8,11,34,16,3,4,9,21
HOUSTON ROCKETS,2018-03-15,240,35,90,12,41,19,23,16,34,20,4,9,11,13
TORONTO RAPTORS,2018-03-15,240,35,79,12,32,24,28,18,39,20,4,8,20,19
INDIANA PACERS,2018-03-15,240,40,93,7,24,12,17,11,23,17,12,1,8,25
CHICAGO BULLS,2018-03-15,240,35,80,15,41,26,33,8,34,23,10,2,13,23
MEMPHIS GRIZZLIES,2018-03-15,240,38,87,13,35,21,25,11,36,27,7,4,14,22
PHILADELPHIA 76ERS,2018-03-15,240,41,91,15,37,21,34,19,34,29,8,3,14,21
NEW YORK KNICKS,2018-03-15,240,45,87,5,20,15,24,8,36,26,8,4,12,25
CLEVELAND CAVALIERS,2018-03-15,240,41,80,11,33,12,21,2,32,17,5,7,11,21
PORTLAND TRAIL BLAZERS,2018-03-15,240,43,96,12,35,15,19,13,37,26,4,3,7,15
NEW ORLEANS PELICANS,2018-03-15,240,36,90,6,16,15,16,12,41,18,7,7,14,18
SAN ANTONIO SPURS,2018-03-15,240,37,99,7,26,17,19,15,37,16,10,11,10,14
PHOENIX SUNS,2018-03-15,240,32,83,7,16,17,24,9,42,14,4,4,22,25
UTAH JAZZ,2018-03-15,240,42,97,12,36,20,32,14,39,29,12,8,7,20
SACRAMENTO KINGS,2018-03-16,240,36,83,14,31,12,17,11,36,25,7,4,13,16
GOLDEN STATE WARRIORS,2018-03-16,240,34,81,12,26,13,18,9,31,21,10,5,11,21
MIAMI HEAT,2018-03-16,240,36,94,10,36,10,14,12,31,23,14,6,11,18
LOS ANGELES LAKERS,2018-03-16,240,32,76,9,19,18,22,7,42,22,5,4,20,17
LOS ANGELES CLIPPERS,2018-03-16,240,42,86,11,26,18,23,16,32,21,10,3,21,18
OKLAHOMA CITY THUNDER,2018-03-16,240,46,94,11,32,18,22,17,29,30,17,10,14,20
BOSTON CELTICS,2018-03-16,240,31,82,9,26,21,28,16,39,16,7,6,18,17
ORLANDO MAGIC,2018-03-16,240,34,87,5,28,10,11,7,33,14,12,7,15,23
BROOKLYN NETS,2018-03-16,240,40,89,15,30,21,27,11,36,25,4,5,12,22
PHILADELPHIA 76ERS,2018-03-16,240,43,95,12,27,22,26,13,29,30,9,3,5,21
DALLAS MAVERICKS,2018-03-16,265,48,91,6,22,13,18,6,30,25,7,5,10,27
TORONTO RAPTORS,2018-03-16,265,43,91,10,30,26,31,12,33,26,5,8,13,21
DALLAS MAVERICKS,2018-03-17,240,41,92,12,22,12,14,13,32,25,5,3,10,21
BROOKLYN NETS,2018-03-17,240,43,84,14,36,14,19,10,33,25,4,6,10,14
CLEVELAND CAVALIERS,2018-03-17,240,44,87,13,37,13,20,11,33,25,4,5,13,14
CHICAGO BULLS,2018-03-17,240,41,91,16,34,11,15,11,34,30,4,3,12,21
DENVER NUGGETS,2018-03-17,240,32,87,9,33,21,29,18,31,17,10,5,7,25
MEMPHIS GRIZZLIES,2018-03-17,240,33,81,13,32,22,28,14,33,21,5,9,11,20
ATLANTA HAWKS,2018-03-17,240,39,85,12,36,27,28,8,36,23,7,4,19,25
MILWAUKEE BUCKS,2018-03-17,240,41,86,11,25,29,32,9,35,31,12,8,12,24
HOUSTON ROCKETS,2018-03-17,240,39,93,15,41,14,18,13,33,19,8,7,7,19
NEW ORLEANS PELICANS,2018-03-17,240,41,83,8,24,11,12,6,34,18,4,8,12,19
CHARLOTTE HORNETS,2018-03-17,240,33,90,9,33,26,32,13,37,11,7,5,10,13
NEW YORK KNICKS,2018-03-17,240,49,100,12,26,14,18,12,44,24,7,5,8,22
GOLDEN STATE WARRIORS,2018-03-17,240,50,95,13,31,11,14,9,34,29,8,9,12,21
PHOENIX SUNS,2018-03-17,240,39,82,11,24,20,29,9,33,22,8,5,19,19
DETROIT PISTONS,2018-03-17,240,31,80,10,25,15,20,8,35,17,6,2,12,16
PORTLAND TRAIL BLAZERS,2018-03-17,240,38,87,8,31,16,18,9,40,23,8,8,11,17
MINNESOTA TIMBERWOLVES,2018-03-17,240,39,81,7,12,16,20,10,24,22,3,2,16,16
SAN ANTONIO SPURS,2018-03-17,240,49,96,6,26,13,14,14,27,32,11,8,5,17
SACRAMENTO KINGS,2018-03-17,240,37,86,14,21,9,14,3,30,23,11,5,13,30
UTAH JAZZ,2018-03-17,240,33,74,6,24,31,38,8,40,21,8,8,15,13
INDIANA PACERS,2018-03-17,240,39,86,12,24,12,15,10,28,24,6,4,15,18
WASHINGTON WIZARDS,2018-03-17,240,40,74,10,20,19,23,6,32,29,9,2,14,17
PORTLAND TRAIL BLAZERS,2018-03-18,240,46,92,14,29,16,20,8,39,24,7,6,13,22
LOS ANGELES CLIPPERS,2018-03-18,240,40,89,9,23,20,27,8,30,21,8,3,8,17
HOUSTON ROCKETS,2018-03-18,240,43,78,16,35,27,36,8,25,28,7,8,11,26
MINNESOTA TIMBERWOLVES,2018-03-18,240,45,86,10,20,20,26,14,27,24,7,1,12,26
BOSTON CELTICS,2018-03-18,240,35,87,9,26,10,20,9,35,17,8,3,12,21
NEW ORLEANS PELICANS,2018-03-18,240,41,82,6,18,20,25,5,39,33,9,5,10,13
OKLAHOMA CITY THUNDER,2018-03-18,240,49,88,10,21,24,34,14,25,27,11,2,17,24
TORONTO RAPTORS,2018-03-18,240,46,81,15,30,18,23,8,23,31,5,1,19,25
MEMPHIS GRIZZLIES,2018-03-19,240,46,88,10,23,13,20,11,31,21,11,3,16,33
BROOKLYN NETS,2018-03-19,240,36,72,16,40,30,40,9,32,27,5,9,22,22
MILWAUKEE BUCKS,2018-03-19,240,45,88,8,31,19,20,8,24,26,11,7,15,23
CLEVELAND CAVALIERS,2018-03-19,240,43,87,15,38,23,27,12,30,24,4,6,13,17
LOS ANGELES LAKERS,2018-03-19,240,38,86,8,33,16,23,14,33,20,4,3,13,18
INDIANA PACERS,2018-03-19,240,43,87,6,21,18,19,9,35,24,9,8,6,16
DENVER NUGGETS,2018-03-19,290,46,100,18,38,31,37,11,35,23,10,5,13,25
MIAMI HEAT,2018-03-19,290,56,102,20,36,17,27,7,39,36,5,11,11,26
CHICAGO BULLS,2018-03-19,240,33,92,3,30,23,31,14,34,21,9,7,11,15
NEW YORK KNICKS,2018-03-19,240,43,96,11,35,13,17,15,46,28,6,7,16,24
CHARLOTTE HORNETS,2018-03-19,240,32,84,6,22,24,30,6,33,16,8,4,9,12
PHILADELPHIA 76ERS,2018-03-19,240,42,93,18,44,6,8,17,43,30,5,6,15,22
DETROIT PISTONS,2018-03-19,240,37,79,14,29,18,22,6,38,17,6,5,9,11
SACRAMENTO KINGS,2018-03-19,240,40,88,6,23,4,9,8,31,23,7,3,13,21
GOLDEN STATE WARRIORS,2018-03-19,240,30,74,3,19,12,16,2,34,17,7,9,15,24
SAN ANTONIO SPURS,2018-03-19,240,33,82,8,23,15,21,11,37,21,6,5,14,20
OKLAHOMA CITY THUNDER,2018-03-20,240,35,85,10,27,19,29,8,36,19,6,6,13,20
BOSTON CELTICS,2018-03-20,240,36,87,13,36,15,16,11,41,22,6,5,17,24
LOS ANGELES CLIPPERS,2018-03-20,240,40,93,8,24,21,26,11,30,21,4,5,10,22
MINNESOTA TIMBERWOLVES,2018-03-20,240,45,86,10,25,23,24,6,34,23,5,6,11,21
DALLAS MAVERICKS,2018-03-20,240,43,90,10,35,9,11,9,31,25,4,2,8,14
NEW ORLEANS PELICANS,2018-03-20,240,48,91,10,25,9,15,9,37,33,5,2,9,11
TORONTO RAPTORS,2018-03-20,240,35,77,14,36,9,17,6,39,19,7,8,17,10
ORLANDO MAGIC,2018-03-20,240,37,90,9,25,3,5,10,35,22,13,7,12,16
DETROIT PISTONS,2018-03-20,240,43,97,15,36,14,16,12,38,22,12,14,8,16
PHOENIX SUNS,2018-03-20,240,34,90,7,34,13,20,12,37,22,1,8,19,16
HOUSTON ROCKETS,2018-03-20,240,38,79,19,36,20,29,7,31,18,3,4,9,23
PORTLAND TRAIL BLAZERS,2018-03-20,240,40,81,11,28,20,27,10,34,20,6,7,8,18
ATLANTA HAWKS,2018-03-20,240,38,94,9,33,14,19,11,41,21,7,3,13,23
UTAH JAZZ,2018-03-20,240,33,89,6,34,22,25,12,39,16,8,8,16,22
CHARLOTTE HORNETS,2018-03-21,240,36,94,3,16,36,47,23,45,18,3,2,13,16
BROOKLYN NETS,2018-03-21,240,39,93,13,37,14,21,10,36,22,6,11,12,36
DENVER NUGGETS,2018-03-21,240,51,83,20,35,13,16,8,37,34,9,6,17,13
CHICAGO BULLS,2018-03-21,240,39,89,13,38,11,14,9,25,29,12,4,15,22
TORONTO RAPTORS,2018-03-21,240,47,88,15,34,20,23,10,23,32,4,5,6,23
CLEVELAND CAVALIERS,2018-03-21,240,47,78,15,24,23,28,4,29,28,3,4,9,18
NEW YORK KNICKS,2018-03-21,240,39,89,10,31,10,12,13,27,21,6,1,14,16
MIAMI HEAT,2018-03-21,240,45,81,15,34,14,19,5,27,31,9,2,7,17
LOS ANGELES CLIPPERS,2018-03-21,240,45,86,15,30,22,29,16,31,26,12,3,19,16
MILWAUKEE BUCKS,2018-03-21,240,50,91,8,26,12,17,8,25,33,10,5,14,20
INDIANA PACERS,2018-03-21,240,34,93,7,22,17,18,15,33,15,13,5,14,21
NEW ORLEANS PELICANS,2018-03-21,240,34,79,8,23,20,24,10,40,15,4,11,18,19
MEMPHIS GRIZZLIES,2018-03-21,240,40,99,9,27,16,20,15,32,25,6,2,13,20
PHILADELPHIA 76ERS,2018-03-21,240,46,84,11,31,16,20,4,34,32,8,4,14,21
WASHINGTON WIZARDS,2018-03-21,240,35,83,8,25,12,16,9,26,27,11,4,12,16
SAN ANTONIO SPURS,2018-03-21,240,39,79,7,23,13,18,12,30,21,7,10,15,17
MEMPHIS GRIZZLIES,2018-03-22,240,30,78,4,18,15,21,9,29,13,4,7,19,24
CHARLOTTE HORNETS,2018-03-22,240,49,92,19,40,23,27,11,42,25,10,4,8,17
UTAH JAZZ,2018-03-22,240,46,87,12,29,15,16,8,31,32,11,6,11,19
DALLAS MAVERICKS,2018-03-22,240,42,85,17,32,11,14,8,27,22,5,7,14,16
DETROIT PISTONS,2018-03-22,265,40,95,6,38,10,19,16,50,22,9,5,15,17
HOUSTON ROCKETS,2018-03-22,265,35,99,12,51,18,28,12,40,19,9,3,12,19
LOS ANGELES LAKERS,2018-03-22,240,43,87,17,39,22,28,7,33,19,4,3,16,20
NEW ORLEANS PELICANS,2018-03-22,240,52,95,6,24,18,22,8,34,28,13,4,9,19
PHILADELPHIA 76ERS,2018-03-22,240,42,89,15,37,19,24,11,45,30,7,5,16,15
ORLANDO MAGIC,2018-03-22,240,37,91,10,33,14,22,7,33,26,10,3,10,19
ATLANTA HAWKS,2018-03-22,240,33,84,12,36,12,18,6,34,19,7,2,12,10
SACRAMENTO KINGS,2018-03-22,240,43,93,10,21,9,9,12,39,28,8,9,13,18
MILWAUKEE BUCKS,2018-03-23,240,43,87,15,30,17,19,7,29,27,8,7,5,20
CHICAGO BULLS,2018-03-23,240,36,87,12,26,21,23,17,34,21,3,2,14,21
PHOENIX SUNS,2018-03-23,240,38,87,7,28,12,20,7,29,24,9,4,17,23
CLEVELAND CAVALIERS,2018-03-23,240,47,95,8,29,18,24,15,39,23,9,4,14,14
ATLANTA HAWKS,2018-03-23,240,37,84,11,32,9,20,5,39,24,5,5,11,14
GOLDEN STATE WARRIORS,2018-03-23,240,42,93,12,30,10,11,10,36,28,8,6,7,17
LOS ANGELES CLIPPERS,2018-03-23,240,42,76,10,26,10,14,5,27,24,4,3,14,20
INDIANA PACERS,2018-03-23,240,43,93,11,31,12,14,14,28,25,6,2,9,16
MINNESOTA TIMBERWOLVES,2018-03-23,240,35,75,10,26,28,32,6,39,23,6,6,14,15
NEW YORK KNICKS,2018-03-23,240,40,92,12,28,12,17,10,32,25,9,0,10,27
MIAMI HEAT,2018-03-23,240,34,87,13,30,18,20,8,33,22,4,1,10,25
OKLAHOMA CITY THUNDER,2018-03-23,240,36,84,8,26,25,33,12,39,17,7,1,11,23
BOSTON CELTICS,2018-03-23,240,35,77,11,18,24,26,9,36,22,5,4,13,18
PORTLAND TRAIL BLAZERS,2018-03-23,240,40,91,8,33,12,15,11,32,16,8,5,8,20
UTAH JAZZ,2018-03-23,265,43,88,11,28,23,29,5,29,24,10,3,15,23
SAN ANTONIO SPURS,2018-03-23,265,47,92,7,17,23,27,11,38,21,9,7,13,25
BROOKLYN NETS,2018-03-23,240,41,84,11,27,19,31,5,35,21,5,9,9,23
TORONTO RAPTORS,2018-03-23,240,41,86,14,28,20,29,5,38,26,5,7,10,24
DENVER NUGGETS,2018-03-23,240,37,85,17,34,17,18,7,31,25,5,10,10,16
WASHINGTON WIZARDS,2018-03-23,240,38,80,14,28,10,14,8,38,28,3,2,17,21
CHARLOTTE HORNETS,2018-03-24,240,35,92,12,25,20,29,13,49,21,10,4,13,14
DALLAS MAVERICKS,2018-03-24,240,36,91,12,41,14,19,5,47,22,10,6,12,22
CHICAGO BULLS,2018-03-24,240,39,97,11,35,6,9,14,30,27,10,1,12,20
DETROIT PISTONS,2018-03-24,240,43,87,16,42,15,18,12,37,33,6,7,13,11
NEW ORLEANS PELICANS,2018-03-24,240,38,96,6,21,9,12,12,34,19,10,6,16,14
HOUSTON ROCKETS,2018-03-24,240,45,93,18,47,6,8,5,43,22,10,8,19,17
LOS ANGELES LAKERS,2018-03-24,240,35,86,13,38,17,25,11,33,19,7,2,11,20
MEMPHIS GRIZZLIES,2018-03-24,240,35,84,5,29,18,22,11,32,20,7,6,10,21
PHOENIX SUNS,2018-03-24,240,36,89,7,29,20,26,10,31,21,14,2,14,22
ORLANDO MAGIC,2018-03-24,240,37,84,11,30,20,27,14,40,29,9,8,19,18
MINNESOTA TIMBERWOLVES,2018-03-24,240,37,96,6,23,28,38,13,40,19,7,3,14,27
PHILADELPHIA 76ERS,2018-03-24,240,42,88,13,37,23,36,7,44,33,9,10,15,29
CLEVELAND CAVALIERS,2018-03-25,240,44,87,12,28,21,26,11,38,25,5,2,11,21
BROOKLYN NETS,2018-03-25,240,38,83,17,37,21,26,7,31,27,7,3,9,23
UTAH JAZZ,2018-03-25,240,42,87,12,28,14,18,11,36,27,6,8,14,16
GOLDEN STATE WARRIORS,2018-03-25,240,38,91,6,15,9,10,14,27,24,9,7,11,19
ATLANTA HAWKS,2018-03-25,240,39,88,11,40,10,11,7,38,18,5,2,13,14
HOUSTON ROCKETS,2018-03-25,240,44,90,20,52,10,11,6,39,28,7,4,11,12
MIAMI HEAT,2018-03-25,265,41,86,14,35,11,14,7,32,32,10,3,17,20
INDIANA PACERS,2018-03-25,265,44,90,8,23,17,21,10,41,26,12,7,17,17
SAN ANTONIO SPURS,2018-03-25,240,41,92,4,17,17,21,20,33,16,4,2,12,17
MILWAUKEE BUCKS,2018-03-25,240,42,86,9,27,13,18,9,28,27,6,6,10,18
PORTLAND TRAIL BLAZERS,2018-03-25,240,42,90,9,34,15,19,18,31,20,8,7,13,19
OKLAHOMA CITY THUNDER,2018-03-25,240,37,84,8,27,23,28,13,26,16,9,5,10,19
BOSTON CELTICS,2018-03-25,240,40,72,12,22,12,17,3,32,23,9,2,15,11
SACRAMENTO KINGS,2018-03-25,240,38,82,7,26,10,10,7,27,18,7,1,14,16
LOS ANGELES CLIPPERS,2018-03-25,240,44,95,8,18,21,27,12,32,17,7,5,8,16
TORONTO RAPTORS,2018-03-25,240,41,92,16,36,8,14,13,35,24,3,6,14,23
NEW YORK KNICKS,2018-03-25,240,41,88,6,22,13,15,10,34,26,10,6,14,19
WASHINGTON WIZARDS,2018-03-25,240,37,87,6,19,17,23,14,32,25,10,7,14,16
NEW YORK KNICKS,2018-03-26,265,54,105,9,30,11,11,11,30,25,6,1,10,27
CHARLOTTE HORNETS,2018-03-26,265,51,93,11,28,24,28,11,32,25,5,4,14,12
LOS ANGELES LAKERS,2018-03-26,240,40,85,6,23,20,25,6,41,29,3,7,10,20
DETROIT PISTONS,2018-03-26,240,44,100,13,33,11,15,10,40,21,4,2,7,26
MEMPHIS GRIZZLIES,2018-03-26,240,40,84,15,31,6,9,7,28,25,8,4,13,23
MINNESOTA TIMBERWOLVES,2018-03-26,240,33,79,8,24,19,24,7,30,21,7,6,14,15
DENVER NUGGETS,2018-03-26,240,36,84,11,32,21,34,9,28,27,10,7,15,21
PHILADELPHIA 76ERS,2018-03-26,240,46,91,13,29,18,25,14,39,35,6,6,17,28
BOSTON CELTICS,2018-03-26,240,37,87,14,29,14,14,10,34,24,10,3,12,19
PHOENIX SUNS,2018-03-26,240,36,81,12,35,10,19,11,36,18,8,5,15,18
INDIANA PACERS,2018-03-27,240,39,81,6,21,8,12,8,30,22,10,2,10,14
GOLDEN STATE WARRIORS,2018-03-27,240,35,86,5,17,6,9,17,34,21,4,9,16,17
CHICAGO BULLS,2018-03-27,240,34,89,8,37,10,17,13,38,17,8,1,18,17
HOUSTON ROCKETS,2018-03-27,240,41,93,18,57,18,21,9,37,28,15,6,10,12
MILWAUKEE BUCKS,2018-03-27,240,38,83,6,23,16,23,8,36,24,12,11,16,14
LOS ANGELES CLIPPERS,2018-03-27,240,40,86,15,28,10,18,8,33,23,8,4,13,23
CLEVELAND CAVALIERS,2018-03-27,240,31,85,4,26,13,19,12,30,15,8,1,14,18
MIAMI HEAT,2018-03-27,240,37,78,9,29,15,20,9,35,24,10,9,14,18
PORTLAND TRAIL BLAZERS,2018-03-27,240,44,105,10,32,9,10,17,30,20,11,7,10,17
NEW ORLEANS PELICANS,2018-03-27,240,43,94,4,24,13,14,11,43,28,3,10,16,19
DALLAS MAVERICKS,2018-03-27,240,36,80,14,40,17,25,4,39,25,7,9,10,17
SACRAMENTO KINGS,2018-03-27,240,38,93,6,23,15,19,10,35,25,6,6,10,22
DENVER NUGGETS,2018-03-27,240,42,89,13,30,13,14,10,30,26,6,6,11,16
TORONTO RAPTORS,2018-03-27,240,47,92,13,34,7,9,9,28,33,6,16,9,18
SAN ANTONIO SPURS,2018-03-27,240,39,87,10,25,18,33,10,27,29,7,5,8,17
WASHINGTON WIZARDS,2018-03-27,240,46,85,10,24,14,18,10,40,33,5,7,16,27
CLEVELAND CAVALIERS,2018-03-28,240,45,93,11,28,17,20,11,27,22,9,1,6,19
CHARLOTTE HORNETS,2018-03-28,240,39,76,5,21,22,24,6,34,20,2,2,13,16
DALLAS MAVERICKS,2018-03-28,240,33,84,13,44,14,19,6,34,17,10,1,10,22
LOS ANGELES LAKERS,2018-03-28,240,36,77,9,33,22,32,7,42,25,6,5,15,16
PORTLAND TRAIL BLAZERS,2018-03-28,240,38,79,8,30,19,30,8,30,15,7,8,12,20
MEMPHIS GRIZZLIES,2018-03-28,240,41,84,13,25,13,23,11,35,23,7,2,15,24
ATLANTA HAWKS,2018-03-28,240,41,77,13,27,19,23,4,33,26,10,2,20,22
MINNESOTA TIMBERWOLVES,2018-03-28,240,48,90,13,30,17,21,7,30,33,9,1,13,20
BROOKLYN NETS,2018-03-28,240,40,87,12,34,19,22,11,37,28,6,5,8,17
ORLANDO MAGIC,2018-03-28,240,40,92,11,31,13,16,11,33,25,4,4,9,18
NEW YORK KNICKS,2018-03-28,240,36,94,9,31,20,26,10,36,20,4,5,16,22
PHILADELPHIA 76ERS,2018-03-28,240,45,98,9,31,19,27,14,44,34,9,3,12,19
LOS ANGELES CLIPPERS,2018-03-28,240,43,80,8,17,17,25,11,40,26,7,4,21,17
PHOENIX SUNS,2018-03-28,240,38,88,10,34,13,18,9,30,17,13,4,14,20
BOSTON CELTICS,2018-03-28,240,35,79,12,21,15,20,11,31,20,11,2,16,18
UTAH JAZZ,2018-03-28,240,34,82,9,33,17,21,12,33,25,7,6,16,18
WASHINGTON WIZARDS,2018-03-29,240,37,89,6,32,12,15,12,31,28,9,6,15,19
DETROIT PISTONS,2018-03-29,240,41,84,6,21,15,20,10,34,26,9,3,16,14
MILWAUKEE BUCKS,2018-03-29,240,48,87,11,20,9,10,7,29,30,16,3,15,17
GOLDEN STATE WARRIORS,2018-03-29,240,41,75,10,20,15,15,2,29,26,10,7,18,19
CHICAGO BULLS,2018-03-29,240,33,90,6,26,20,26,14,36,19,10,5,18,19
MIAMI HEAT,2018-03-29,240,37,82,7,27,22,24,7,37,20,7,7,17,23
INDIANA PACERS,2018-03-29,240,40,80,8,26,18,20,7,27,23,9,4,10,17
