team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
LOS ANGELES CLIPPERS,2015-03-08,240,40,83,8,25,10,14,9,30,25,8,3,18,22,0.55,0.53,0.301,0.169,23.1,81.1,51.3,62.5,8.4,5.2,16.8,100,103.1,111.5
GOLDEN STATE WARRIORS,2015-03-08,240,40,80,10,22,16,23,7,30,23,13,3,13,15,0.588,0.563,0.275,0.288,18.9,76.9,48.7,57.5,13.7,5.2,12.6,100,111.5,103.1
DALLAS MAVERICKS,2015-03-08,240,38,78,9,26,15,22,6,27,21,10,7,7,20,0.57,0.545,0.333,0.282,15.8,64.3,41.3,55.3,11.3,10.3,7.4,100,113.2,105.3
LOS ANGELES LAKERS,2015-03-08,240,38,82,2,14,15,21,15,32,23,5,5,16,24,0.51,0.476,0.171,0.256,35.7,84.2,58.8,60.5,5.7,9.6,14.9,100,105.3,113.2
TORONTO RAPTORS,2015-03-08,240,42,98,11,27,9,9,12,21,24,12,3,8,21,0.51,0.485,0.276,0.092,25,61.8,40.2,57.1,12.7,4.9,7.3,100,110.5,114.7
OKLAHOMA CITY THUNDER,2015-03-08,240,42,82,6,21,18,25,13,36,30,6,10,18,13,0.581,0.549,0.256,0.305,38.2,75,59.8,71.4,6.4,14.1,16.2,100,114.7,110.5
BOSTON CELTICS,2015-03-08,240,35,89,15,34,13,16,18,30,24,9,3,14,23,0.51,0.478,0.382,0.18,32.1,62.5,46.2,68.6,9.7,4.6,12.7,100,105.9,111.3
ORLANDO MAGIC,2015-03-08,240,38,87,7,22,20,30,18,38,20,8,8,15,15,0.514,0.477,0.253,0.345,37.5,67.9,53.8,52.6,8.6,14.5,13,100,111.3,105.9
CHICAGO BULLS,2015-03-08,240,37,73,5,15,26,29,7,37,20,6,6,20,24,0.612,0.541,0.205,0.397,20.6,82.2,55.7,54.1,6.2,8.8,18.9,100,108,119.3
SAN ANTONIO SPURS,2015-03-08,240,44,90,9,22,19,24,8,27,14,15,4,7,22,0.577,0.539,0.244,0.267,17.8,79.4,44.3,31.8,15.4,6.9,6.5,100,119.3,108
SACRAMENTO KINGS,2015-03-09,240,39,81,8,20,19,20,16,24,21,10,2,16,12,0.585,0.531,0.247,0.247,41,70.6,54.8,53.8,11.2,3.8,15.1,100,117.1,145
ATLANTA HAWKS,2015-03-09,240,53,88,20,36,4,7,10,23,42,8,6,13,18,0.714,0.716,0.409,0.08,29.4,59,45.2,79.2,8.9,9.8,12.5,100,145,117.1
MEMPHIS GRIZZLIES,2015-03-09,240,42,84,5,14,12,17,7,33,25,13,5,11,12,0.552,0.53,0.167,0.202,16.7,78.6,47.6,59.5,14.1,8.6,10.7,100,109.4,98.6
CHICAGO BULLS,2015-03-09,240,35,80,10,22,11,14,9,35,18,7,2,15,13,0.528,0.5,0.275,0.175,21.4,83.3,52.4,51.4,7.6,2.9,14.8,100,98.6,109.4
WASHINGTON WIZARDS,2015-03-09,240,44,85,2,14,5,5,8,41,21,10,4,13,19,0.545,0.529,0.165,0.059,21.6,83.7,57,47.7,11,7.3,13,100,104.7,76.1
CHARLOTTE HORNETS,2015-03-09,240,25,77,4,22,15,20,8,29,13,4,8,15,11,0.402,0.351,0.286,0.26,16.3,78.4,43,52,4.4,11.3,14.9,100,76.1,104.7
NEW YORK KNICKS,2015-03-09,240,29,75,5,13,15,25,8,37,21,3,10,14,22,0.453,0.42,0.173,0.333,17.8,77.1,48.4,72.4,3.3,15.9,14,100,85.3,116
DENVER NUGGETS,2015-03-09,240,38,87,8,24,22,29,11,37,21,6,4,6,20,0.531,0.483,0.276,0.333,22.9,82.2,51.6,55.3,6.6,6.5,5.7,100,116,85.3
MINNESOTA TIMBERWOLVES,2015-03-09,240,31,83,2,8,12,21,12,38,25,12,2,15,19,0.412,0.386,0.096,0.253,26.7,80.9,54.3,80.6,13.1,4.2,14,100,83.3,97.5
LOS ANGELES CLIPPERS,2015-03-09,240,35,79,11,31,8,15,9,33,30,11,2,15,23,0.52,0.513,0.392,0.19,19.1,73.3,45.7,85.7,12.1,2.7,14.9,100,97.5,83.3
BOSTON CELTICS,2015-03-09,240,39,87,6,25,16,17,16,27,17,7,2,9,25,0.529,0.483,0.287,0.195,37.2,84.4,57.3,43.6,8.1,3.8,8.7,100,115.9,104.3
MIAMI HEAT,2015-03-09,240,29,69,4,17,28,34,5,27,15,5,2,13,17,0.536,0.449,0.246,0.493,15.6,62.8,42.7,51.7,5.8,3.2,13.4,100,104.3,115.9
NEW ORLEANS PELICANS,2015-03-09,240,44,75,9,15,17,21,10,24,26,7,4,17,20,0.677,0.647,0.2,0.28,37,75,57.6,59.1,7.9,7.1,16.8,100,129.2,116.8
MILWAUKEE BUCKS,2015-03-09,240,37,71,4,15,25,31,8,17,20,11,5,14,18,0.608,0.549,0.211,0.437,25,63,42.4,54.1,12.5,8.3,14.2,100,116.8,129.2
GOLDEN STATE WARRIORS,2015-03-09,240,35,83,13,31,15,19,9,39,17,11,8,18,21,0.536,0.5,0.373,0.229,22.5,86.7,56.5,48.6,11.3,12.1,16.5,100,100.8,82.3
PHOENIX SUNS,2015-03-09,240,29,77,4,11,18,23,6,31,13,11,1,18,19,0.459,0.403,0.143,0.299,13.3,77.5,43.5,44.8,11.3,1.9,17.1,100,82.3,100.8
NEW ORLEANS PELICANS,2015-03-10,240,45,87,12,21,9,11,8,33,31,10,4,10,19,0.604,0.586,0.241,0.126,21.6,73.3,50,68.9,10.9,5.9,9.8,100,121.4,99.5
BROOKLYN NETS,2015-03-10,240,35,84,6,16,15,23,12,29,19,5,5,12,12,0.483,0.452,0.19,0.274,26.7,78.4,50,54.3,5.5,7.6,11.3,100,99.5,121.4
CLEVELAND CAVALIERS,2015-03-10,240,44,87,15,32,24,29,12,38,25,11,5,12,28,0.637,0.592,0.368,0.333,30.8,71.7,54.3,56.8,11.5,8.2,10.7,100,132.2,97.9
DALLAS MAVERICKS,2015-03-10,240,33,81,5,20,23,33,15,27,18,6,6,16,22,0.492,0.438,0.247,0.407,28.3,69.2,45.7,54.5,6.2,10.9,14.3,100,97.9,132.2
ORLANDO MAGIC,2015-03-10,240,34,92,4,17,14,20,19,26,15,9,7,10,17,0.427,0.391,0.185,0.217,33.3,70.3,47.9,44.1,10,13.7,9,100,95.9,131.6
INDIANA PACERS,2015-03-10,240,45,85,17,34,11,12,11,38,37,6,5,13,15,0.654,0.629,0.4,0.141,29.7,66.7,52.1,82.2,6.7,6.7,12.6,100,131.6,95.9
DETROIT PISTONS,2015-03-10,240,32,84,8,35,13,19,12,30,20,10,8,12,23,0.46,0.429,0.417,0.226,25,75,47.7,62.5,11.4,12.9,11.5,100,96.5,105.6
LOS ANGELES LAKERS,2015-03-10,240,32,75,3,13,26,30,10,36,23,8,1,11,17,0.527,0.447,0.173,0.4,25,75,52.3,71.9,9.1,2,11.1,100,105.6,96.5
TORONTO RAPTORS,2015-03-10,240,43,97,8,26,13,18,18,28,19,6,5,9,26,0.51,0.485,0.268,0.186,36,68.3,50.5,44.2,6.5,7.5,7.9,100,115.4,126.2
SAN ANTONIO SPURS,2015-03-10,240,41,85,11,18,24,30,13,32,24,7,3,11,17,0.596,0.547,0.212,0.353,31.7,64,49.5,58.5,7.5,4.2,10.1,100,126.2,115.4
NEW YORK KNICKS,2015-03-10,240,31,79,5,13,15,17,8,30,17,5,5,12,22,0.474,0.424,0.165,0.215,19,83.3,48.7,54.8,5.8,9.6,12.2,100,94.5,100.3
UTAH JAZZ,2015-03-10,240,30,70,6,18,21,29,6,34,16,8,5,11,21,0.526,0.471,0.257,0.414,16.7,81,51.3,53.3,9.2,7.6,11.7,100,100.3,94.5
MEMPHIS GRIZZLIES,2015-03-11,240,37,78,5,12,13,13,10,31,21,11,4,21,19,0.549,0.506,0.154,0.167,29.4,72.1,53.2,56.8,11.9,6.9,20.1,100,99.6,102.8
BOSTON CELTICS,2015-03-11,240,37,85,8,27,13,17,12,24,28,11,5,16,16,0.514,0.482,0.318,0.2,27.9,70.6,46.8,75.7,11.9,7.6,14.7,100,102.8,99.6
SACRAMENTO KINGS,2015-03-11,240,40,85,8,20,25,30,7,36,25,4,3,12,21,0.575,0.518,0.235,0.353,17.1,78.3,49.4,62.5,3.9,4,10.9,100,111.2,104.3
CHARLOTTE HORNETS,2015-03-11,240,42,93,6,18,16,26,10,34,28,5,12,11,24,0.507,0.484,0.194,0.28,21.7,82.9,50.6,66.7,4.9,18.5,9.5,100,104.3,111.2
ATLANTA HAWKS,2015-03-11,240,34,81,9,27,25,27,8,24,18,11,3,17,18,0.549,0.475,0.333,0.333,19.5,68.6,42.1,52.9,11.2,5.7,15.5,100,104.2,117.4
DENVER NUGGETS,2015-03-11,240,42,84,13,31,18,20,11,33,28,8,9,19,20,0.62,0.577,0.369,0.238,31.4,80.5,57.9,66.7,8.2,16.7,17,100,117.4,104.2
DETROIT PISTONS,2015-03-11,240,42,98,4,12,10,12,19,30,18,6,5,13,16,0.474,0.449,0.122,0.122,37.3,75,53.8,42.9,6.3,7.8,11.2,100,103.7,111.1
GOLDEN STATE WARRIORS,2015-03-11,240,44,84,7,20,10,13,10,32,29,5,6,17,11,0.585,0.565,0.238,0.155,25,62.7,46.2,65.9,5.3,7,15.9,100,111.1,103.7
BROOKLYN NETS,2015-03-11,240,32,73,6,17,28,39,14,30,15,8,2,21,24,0.543,0.479,0.233,0.534,33.3,73.2,53,46.9,8.5,3.3,18.9,100,104,110.3
MIAMI HEAT,2015-03-11,240,37,81,6,21,24,38,11,28,23,14,3,10,29,0.532,0.494,0.259,0.469,26.8,66.7,47,62.2,14.9,5.4,9.3,100,110.3,104
ORLANDO MAGIC,2015-03-11,240,34,85,10,18,13,13,9,24,21,14,4,14,18,0.502,0.459,0.212,0.153,18.4,68.6,39.3,61.8,14.9,6.6,13.4,100,96.7,103.1
MILWAUKEE BUCKS,2015-03-11,240,39,79,8,18,11,16,11,40,30,7,7,22,17,0.564,0.544,0.228,0.203,31.4,81.6,60.7,76.9,7.4,10.4,20.4,100,103.1,96.7
LOS ANGELES CLIPPERS,2015-03-11,240,35,76,15,30,35,47,11,27,22,11,2,12,27,0.621,0.559,0.395,0.618,28.2,71.1,49.4,62.9,11.5,3.9,11,100,125.3,112.8
OKLAHOMA CITY THUNDER,2015-03-11,240,33,76,12,25,30,36,11,28,19,5,3,20,32,0.588,0.513,0.329,0.474,28.9,71.8,50.6,57.6,5.2,6.5,17.9,100,112.8,125.3
CHICAGO BULLS,2015-03-11,265,40,87,10,24,14,20,8,50,24,6,2,18,16,0.543,0.517,0.276,0.23,17.4,74.6,51.3,60,5.7,3.2,15.8,100,99.1,90.6
PHILADELPHIA 76ERS,2015-03-11,265,36,104,11,41,12,25,17,38,16,12,5,10,15,0.413,0.399,0.394,0.24,25.4,82.6,48.7,44.4,11.4,7.9,8,100,90.6,99.1
MINNESOTA TIMBERWOLVES,2015-03-11,240,36,81,1,13,24,26,12,22,19,5,2,10,16,0.525,0.451,0.16,0.321,29.3,57.9,43,52.8,5.6,3,9.8,100,108.8,118.9
PHOENIX SUNS,2015-03-11,240,45,90,6,24,10,13,16,29,25,7,2,16,19,0.554,0.533,0.267,0.144,42.1,70.7,57,55.6,7.9,2.9,14.3,100,118.9,108.8
HOUSTON ROCKETS,2015-03-11,240,38,91,11,31,13,23,12,28,21,12,5,11,16,0.494,0.478,0.341,0.253,21.4,63.6,40,55.3,12.2,8.5,9.8,100,101.9,107
PORTLAND TRAIL BLAZERS,2015-03-11,240,42,92,10,33,11,14,16,44,25,5,2,19,18,0.535,0.511,0.359,0.152,36.4,78.6,60,59.5,5.1,3.3,16.2,100,107,101.9
MILWAUKEE BUCKS,2015-03-12,265,35,91,4,14,29,36,12,36,17,11,3,15,27,0.482,0.407,0.154,0.396,22.2,85.7,50,48.6,10.4,5.3,12.3,100,97.6,103.2
INDIANA PACERS,2015-03-12,265,39,79,9,22,22,28,6,42,24,7,7,20,33,0.597,0.551,0.278,0.354,14.3,77.8,50,61.5,6.6,9.1,18,100,103.2,97.6
NEW YORK KNICKS,2015-03-12,240,36,77,9,18,20,26,4,29,27,5,9,8,19,0.571,0.526,0.234,0.338,10,65.9,39.3,75,5.5,12.5,8.3,100,110.1,102.5
LOS ANGELES LAKERS,2015-03-12,240,38,90,5,18,13,21,15,36,18,6,4,13,26,0.474,0.45,0.2,0.233,34.1,90,60.7,47.4,6.5,6.8,11.6,100,102.5,110.1
CLEVELAND CAVALIERS,2015-03-12,265,44,91,14,26,26,30,11,26,19,8,2,12,22,0.614,0.56,0.286,0.33,25.6,74.3,47.4,43.2,7.9,3.3,10.3,100,126.4,123.5
SAN ANTONIO SPURS,2015-03-12,265,49,87,8,26,19,27,9,32,28,6,9,13,26,0.632,0.609,0.299,0.31,25.7,74.4,52.6,57.1,5.9,13.8,11.6,100,123.5,126.4
HOUSTON ROCKETS,2015-03-12,240,34,79,7,32,16,24,8,29,19,8,2,9,22,0.508,0.475,0.405,0.304,18.6,56.9,39.4,55.9,9,3.4,9.1,100,102.7,123
UTAH JAZZ,2015-03-12,240,44,92,11,33,10,17,22,35,23,5,10,12,18,0.548,0.538,0.359,0.185,43.1,81.4,60.6,52.3,5.6,21.3,10.8,100,123,102.7
MEMPHIS GRIZZLIES,2015-03-12,240,31,80,3,19,22,30,14,27,18,9,3,21,29,0.467,0.406,0.238,0.375,30.4,73,49.4,58.1,9.4,4.8,18.4,100,91.2,112.1
WASHINGTON WIZARDS,2015-03-12,240,40,80,5,17,22,31,10,32,25,11,5,13,24,0.571,0.531,0.213,0.388,27,69.6,50.6,62.5,11.5,8.2,12.2,100,112.1,91.2
ORLANDO MAGIC,2015-03-13,240,34,80,6,20,14,28,10,40,20,9,4,19,21,0.477,0.463,0.25,0.35,21.3,80,51.5,58.8,9,6.7,17.1,100,88.3,95.4
BOSTON CELTICS,2015-03-13,240,37,86,10,26,11,20,10,37,19,7,4,16,23,0.501,0.488,0.302,0.233,20,78.7,48.5,51.4,7,6.7,14.4,100,95.4,88.3
CHICAGO BULLS,2015-03-13,240,31,82,15,32,14,19,4,32,18,4,6,10,25,0.504,0.47,0.39,0.232,9.5,65.3,39.6,58.1,4.3,8.6,10,100,96.9,107.6
CHARLOTTE HORNETS,2015-03-13,240,33,89,7,19,28,33,17,38,15,4,7,12,17,0.488,0.41,0.213,0.371,34.7,90.5,60.4,45.5,4.3,14,10.4,100,107.6,96.9
LOS ANGELES CLIPPERS,2015-03-13,240,41,82,12,32,5,12,11,21,27,9,2,15,17,0.567,0.573,0.39,0.146,26.2,63.6,42.7,65.9,9.8,3.6,14.7,100,108.3,141.1
DALLAS MAVERICKS,2015-03-13,240,51,84,16,28,11,16,12,31,31,11,2,15,16,0.708,0.702,0.333,0.19,36.4,73.8,57.3,60.8,12,4,14.1,100,141.1,108.3
GOLDEN STATE WARRIORS,2015-03-13,240,39,92,8,19,17,22,9,26,29,5,10,8,25,0.506,0.467,0.207,0.239,18.8,66.7,40.2,74.4,5.2,15.4,7.3,100,106.5,117.9
DENVER NUGGETS,2015-03-13,240,41,82,8,17,24,37,13,39,23,4,3,13,22,0.58,0.549,0.207,0.451,33.3,81.3,59.8,56.1,4.1,4.1,11.7,100,117.9,106.5
MINNESOTA TIMBERWOLVES,2015-03-13,240,34,78,3,12,28,31,13,29,20,8,6,20,18,0.54,0.455,0.154,0.397,31,60.4,46.7,58.8,8.2,7.8,17.9,100,101.9,116.3
OKLAHOMA CITY THUNDER,2015-03-13,240,44,101,11,24,14,14,19,29,28,10,4,16,22,0.527,0.49,0.238,0.139,39.6,69,53.3,63.6,10.3,6.1,13,100,116.3,101.9
SACRAMENTO KINGS,2015-03-13,240,35,87,4,14,33,40,16,34,22,9,4,17,20,0.511,0.425,0.161,0.46,33.3,70.8,52.1,62.9,8.8,6.3,14,100,104.4,111.2
PHILADELPHIA 76ERS,2015-03-13,240,45,95,9,32,15,23,14,32,30,11,9,15,29,0.542,0.521,0.337,0.242,29.2,66.7,47.9,66.7,10.7,12.3,12.5,100,111.2,104.4
ATLANTA HAWKS,2015-03-13,240,39,83,8,18,10,12,7,31,22,11,6,11,20,0.544,0.518,0.217,0.145,17.1,73.8,45.8,56.4,12.1,11.5,11.1,100,105.3,95.5
PHOENIX SUNS,2015-03-13,240,32,78,10,26,13,21,11,34,19,7,6,18,14,0.499,0.474,0.333,0.269,26.2,82.9,54.2,59.4,7.7,9.2,17.1,100,95.5,105.3
DETROIT PISTONS,2015-03-13,240,41,91,7,25,10,12,11,25,23,5,2,6,14,0.514,0.489,0.275,0.132,23.4,78.1,45.6,56.1,5.6,3.4,5.9,100,111.2,132.5
PORTLAND TRAIL BLAZERS,2015-03-13,240,46,80,11,21,15,17,7,36,28,2,2,10,12,0.674,0.644,0.263,0.213,21.9,76.6,54.4,60.9,2.2,3,10.3,100,132.5,111.2
MIAMI HEAT,2015-03-13,240,35,79,5,23,17,24,7,37,21,11,5,20,22,0.514,0.475,0.291,0.304,17.1,80.4,50.6,60,11,10.9,18.3,100,92.2,102.2
TORONTO RAPTORS,2015-03-13,240,34,79,12,33,22,31,9,34,26,12,5,17,22,0.551,0.506,0.418,0.392,19.6,82.9,49.4,76.5,12,8.9,15.5,100,102.2,92.2
NEW YORK KNICKS,2015-03-14,240,38,96,9,25,9,16,20,31,25,6,10,15,16,0.456,0.443,0.26,0.167,37,79.5,54.8,65.8,6.3,17.9,12.7,100,98.8,131.3
GOLDEN STATE WARRIORS,2015-03-14,240,45,90,19,34,16,17,8,34,34,13,6,9,16,0.641,0.606,0.378,0.189,20.5,63,45.2,75.6,13.7,8.5,8.5,100,131.3,98.8
BOSTON CELTICS,2015-03-14,240,35,83,8,28,15,21,9,38,28,7,4,11,18,0.504,0.47,0.337,0.253,21.4,80.9,52.8,80,7.5,6.6,10.7,100,100,95.7
INDIANA PACERS,2015-03-14,240,34,85,9,24,12,15,9,33,16,4,3,14,23,0.486,0.453,0.282,0.176,19.1,78.6,47.2,47.1,4.3,5.5,13.3,100,95.7,100
MILWAUKEE BUCKS,2015-03-14,240,30,72,5,19,18,27,8,29,17,6,3,15,18,0.495,0.451,0.264,0.375,22.2,78.4,50.7,56.7,6.8,4.7,15.2,100,93.9,108.6
MEMPHIS GRIZZLIES,2015-03-14,240,37,78,8,14,14,16,8,28,23,10,3,14,21,0.564,0.526,0.179,0.205,21.6,77.8,49.3,62.2,11.3,5.7,14.1,100,108.6,93.9
BROOKLYN NETS,2015-03-14,240,37,84,2,17,18,26,7,38,20,9,5,16,16,0.492,0.452,0.202,0.31,16.3,76,48.4,54.1,8.9,8.8,14.4,100,92.8,85.9
PHILADELPHIA 76ERS,2015-03-14,240,35,94,8,37,9,14,12,36,21,7,8,16,25,0.434,0.415,0.394,0.149,24,83.7,51.6,60,6.9,11.9,13.8,100,85.9,92.8
DETROIT PISTONS,2015-03-14,240,32,84,8,23,13,22,16,28,18,8,3,12,20,0.454,0.429,0.274,0.262,31.4,73.7,49.4,56.3,9.4,5.5,11.4,100,99.5,103
UTAH JAZZ,2015-03-14,240,33,69,6,14,16,24,10,35,17,8,8,15,17,0.553,0.522,0.203,0.348,26.3,68.6,50.6,51.5,9.4,13.1,15.9,100,103,99.5
SACRAMENTO KINGS,2015-03-14,240,35,77,6,19,21,28,11,25,24,4,3,16,17,0.543,0.494,0.247,0.364,25.6,73.5,46.8,68.6,4.4,5.5,15.2,100,106.2,123.7
WASHINGTON WIZARDS,2015-03-14,240,43,81,13,26,14,17,9,32,28,8,6,13,25,0.639,0.611,0.321,0.21,26.5,74.4,53.2,65.1,8.8,10.3,12.8,100,123.7,106.2
HOUSTON ROCKETS,2015-03-15,240,32,86,7,30,29,36,11,32,17,7,3,12,22,0.491,0.413,0.349,0.419,20.8,80,46.2,53.1,6.9,5.4,10.5,100,98.9,97
LOS ANGELES CLIPPERS,2015-03-15,240,36,82,12,26,14,24,8,42,24,8,8,20,30,0.529,0.512,0.317,0.293,20,79.2,53.8,66.7,7.9,14.3,17.8,100,97,98.9
ATLANTA HAWKS,2015-03-15,240,34,76,5,23,18,27,7,27,25,9,6,10,14,0.518,0.48,0.303,0.355,16.7,58.7,38.6,73.5,10.1,9,10.2,100,101.8,96.2
LOS ANGELES LAKERS,2015-03-15,240,34,85,7,18,11,15,19,35,21,6,4,21,22,0.469,0.441,0.212,0.176,41.3,83.3,61.4,61.8,6.7,7.5,18.7,100,96.2,101.8
DENVER NUGGETS,2015-03-15,290,46,104,10,31,16,20,12,40,25,9,4,11,21,0.523,0.49,0.298,0.192,21.8,72.7,47.3,54.3,8.2,5.2,8.9,100,107.6,101.2
NEW ORLEANS PELICANS,2015-03-15,290,46,99,6,22,13,21,15,43,32,3,14,18,20,0.513,0.495,0.222,0.212,27.3,78.2,52.7,69.6,2.7,19.2,14.3,100,101.2,107.6
CHICAGO BULLS,2015-03-15,240,37,83,9,29,17,24,9,24,20,5,3,11,24,0.534,0.5,0.349,0.289,20.5,58.5,38.8,54.1,5.3,4.5,10.5,100,106.6,116.2
OKLAHOMA CITY THUNDER,2015-03-15,240,40,87,8,21,21,30,17,35,16,4,4,16,23,0.544,0.506,0.241,0.345,41.5,79.5,61.2,40,4.3,7.4,13.8,100,116.2,106.6
CLEVELAND CAVALIERS,2015-03-15,240,45,76,18,35,15,19,3,31,26,9,6,16,21,0.729,0.711,0.461,0.25,10,64.6,43.6,57.8,9.4,8.7,15.9,100,129,113.3
ORLANDO MAGIC,2015-03-15,240,42,88,9,19,15,27,17,27,24,10,1,13,15,0.541,0.528,0.216,0.307,35.4,90,56.4,57.1,10.5,2.4,11.5,100,113.3,129
NEW YORK KNICKS,2015-03-15,240,32,73,5,14,20,30,6,29,22,10,2,13,22,0.516,0.473,0.192,0.411,13.6,69,40.7,68.8,11,3.1,13.1,100,97.6,111.9
PHOENIX SUNS,2015-03-15,240,41,83,6,18,14,23,13,38,24,9,1,12,22,0.548,0.53,0.217,0.277,31,86.4,59.3,58.5,9.9,1.7,11.4,100,111.9,97.6
MINNESOTA TIMBERWOLVES,2015-03-15,240,38,86,7,15,14,18,11,29,25,8,2,15,20,0.516,0.483,0.174,0.209,23.4,82.9,48.8,65.8,8.3,3.2,13.8,100,100.1,127
SAN ANTONIO SPURS,2015-03-15,240,49,84,12,22,13,15,6,36,38,13,6,14,17,0.679,0.655,0.262,0.179,17.1,76.6,51.2,77.6,13.4,8.5,13.4,100,127,100.1
PORTLAND TRAIL BLAZERS,2015-03-15,240,45,86,13,29,10,16,7,30,27,6,5,10,15,0.607,0.599,0.337,0.186,17.5,76.9,46.8,60,6.4,8.3,9.7,100,121,103.9
TORONTO RAPTORS,2015-03-15,240,37,78,5,18,18,23,9,33,20,5,3,15,22,0.55,0.506,0.231,0.295,23.1,82.5,53.2,54.1,5.4,5.3,14.5,100,103.9,121
PHILADELPHIA 76ERS,2015-03-16,240,34,84,8,24,13,24,9,31,20,7,4,16,20,0.471,0.452,0.286,0.286,19.6,86.1,48.8,58.8,7.1,5.9,14.5,100,90.1,109.3
BOSTON CELTICS,2015-03-16,240,44,88,8,20,12,15,5,37,27,7,3,11,21,0.571,0.545,0.227,0.17,13.9,80.4,51.2,61.4,7.1,5,10.4,100,109.3,90.1
OKLAHOMA CITY THUNDER,2015-03-16,240,40,90,7,26,28,35,17,42,19,8,4,21,34,0.546,0.483,0.289,0.389,37,84,61.5,47.5,7.5,6.3,16.6,100,108.4,112.2
DALLAS MAVERICKS,2015-03-16,240,42,89,10,25,25,35,8,29,27,9,2,12,27,0.57,0.528,0.281,0.393,16,63,38.5,64.3,8.5,3.1,10.3,100,112.2,108.4
LOS ANGELES LAKERS,2015-03-16,240,39,85,8,15,19,21,10,35,24,11,5,18,19,0.557,0.506,0.176,0.247,25,83.3,54.9,61.5,11.1,8.8,16,100,105.8,108.8
GOLDEN STATE WARRIORS,2015-03-16,240,40,84,7,27,21,23,7,30,28,16,7,14,21,0.574,0.518,0.321,0.274,16.7,75,45.1,70,16.1,10,12.9,100,108.8,105.8
TORONTO RAPTORS,2015-03-16,240,39,82,12,23,27,33,7,44,19,3,4,11,24,0.606,0.549,0.28,0.402,17.9,91.7,58.6,48.7,3.1,5.8,10.2,100,119.7,100.3
INDIANA PACERS,2015-03-16,240,38,88,2,19,20,25,4,32,21,7,4,4,22,0.495,0.443,0.216,0.284,8.3,82.1,41.4,55.3,7.2,6.8,3.9,100,100.3,119.7
DENVER NUGGETS,2015-03-16,240,30,81,8,18,13,21,10,27,14,13,5,15,24,0.449,0.42,0.222,0.259,21.3,57.4,39.4,46.7,14.3,7,14.3,100,89.2,101.3
MEMPHIS GRIZZLIES,2015-03-16,240,33,80,2,9,24,28,20,37,14,9,5,19,16,0.498,0.425,0.113,0.35,42.6,78.7,60.6,42.4,9.9,7.9,17.1,100,101.3,89.2
CLEVELAND CAVALIERS,2015-03-16,240,30,79,11,33,21,27,7,25,17,8,4,14,21,0.506,0.449,0.418,0.342,15.2,80.6,41.6,56.7,8.5,6.6,13.3,100,97.6,112.4
MIAMI HEAT,2015-03-16,240,42,76,4,15,18,22,6,39,21,8,5,15,21,0.619,0.579,0.197,0.289,19.4,84.8,58.4,50,8.5,10.9,14.9,100,112.4,97.6
BROOKLYN NETS,2015-03-16,240,52,90,5,13,13,17,13,30,21,8,2,14,15,0.626,0.606,0.144,0.189,36.1,69.8,54.4,40.4,8.3,2.7,12.6,100,127.3,110.6
MINNESOTA TIMBERWOLVES,2015-03-16,240,41,88,9,15,15,17,13,23,27,6,7,16,15,0.555,0.517,0.17,0.193,30.2,63.9,45.6,65.9,6.3,9.1,14.4,100,110.6,127.3
ATLANTA HAWKS,2015-03-16,240,38,84,12,31,22,30,9,30,25,11,5,12,24,0.566,0.524,0.369,0.357,20,76.9,46.4,65.8,11.1,8.2,11,100,110.8,103.8
SACRAMENTO KINGS,2015-03-16,240,38,81,7,20,20,25,9,36,23,7,5,20,29,0.56,0.512,0.247,0.309,23.1,80,53.6,60.5,7.1,9.4,17.9,100,103.8,110.8
CHARLOTTE HORNETS,2015-03-16,240,23,78,5,19,15,18,6,30,9,5,4,7,11,0.384,0.327,0.244,0.231,11.3,68.2,37.1,39.1,5.9,7.4,7.5,100,78.2,111.4
UTAH JAZZ,2015-03-16,240,33,78,15,24,13,19,14,47,19,3,5,13,19,0.544,0.519,0.308,0.244,31.8,88.7,62.9,57.6,3.6,8.5,13.1,100,111.4,78.2
PORTLAND TRAIL BLAZERS,2015-03-16,240,36,89,8,28,17,20,14,34,19,2,3,10,19,0.496,0.449,0.315,0.225,27.5,85,52.7,52.8,2.2,4.3,9.3,100,105.9,114.6
WASHINGTON WIZARDS,2015-03-16,240,41,82,7,12,16,26,6,37,25,5,4,6,17,0.562,0.543,0.146,0.317,15,72.5,47.3,61,5.5,6.6,6,100,114.6,105.9
MEMPHIS GRIZZLIES,2015-03-17,240,35,80,10,18,15,17,11,31,28,9,2,16,22,0.543,0.5,0.225,0.213,27.5,77.5,52.5,80,10,4,15.5,100,105.7,116.8
DETROIT PISTONS,2015-03-17,240,39,83,12,33,15,22,9,29,26,5,5,9,16,0.566,0.542,0.398,0.265,22.5,72.5,47.5,66.7,5.6,8.1,8.9,100,116.8,105.7
ORLANDO MAGIC,2015-03-17,240,38,89,6,22,12,17,12,28,19,8,6,10,21,0.487,0.461,0.247,0.191,25.5,70,46,50,8.8,11.8,9.4,100,103.2,117.5
