season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,points,during_playoffs
2011-2012,PHILADELPHIA 76ERS,2012-04-11,240,41,77,1,10,10,16,4,38,27,5,8,4,14,0.5529999999999999,0.539,0.13,0.208,10.5,82.6,50.0,65.9,6.0,12.9,4.5,100.0,110.9,89.5,93,0
2011-2012,TORONTO RAPTORS,2012-04-11,240,29,80,7,18,10,12,8,34,18,0,5,9,15,0.44,0.406,0.225,0.15,17.4,89.5,50.0,62.1,0.0,7.5,9.5,100.0,89.5,110.9,75,0
2011-2012,DETROIT PISTONS,2012-04-12,240,43,82,5,13,18,21,13,30,28,6,2,10,25,0.597,0.555,0.159,0.256,35.1,83.3,58.9,65.1,7.1,3.4,9.9,100.0,128.2,100.0,109,0
2011-2012,CHARLOTTE BOBCATS,2012-04-12,240,31,70,6,11,17,23,6,24,22,4,2,12,15,0.53,0.486,0.157,0.329,16.7,64.9,41.1,71.0,4.7,2.9,13.0,100.0,100.0,128.2,85,0
2011-2012,MIAMI HEAT,2012-04-12,265,36,82,4,11,10,16,10,31,17,10,8,17,16,0.483,0.463,0.134,0.195,25.0,67.4,47.7,47.2,10.8,12.5,16.0,100.0,93.2,104.0,86,0
2011-2012,CHICAGO BULLS,2012-04-12,265,37,86,11,22,11,19,15,30,26,11,3,15,15,0.509,0.494,0.256,0.221,32.6,75.0,52.3,70.3,11.9,4.2,13.7,100.0,104.0,93.2,96,0
2011-2012,DALLAS MAVERICKS,2012-04-12,240,44,88,9,24,15,20,14,28,30,12,5,10,18,0.579,0.551,0.273,0.227,30.4,66.7,47.7,68.2,13.2,7.9,9.4,100.0,123.4,113.5,112,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-12,240,38,81,7,18,20,23,14,32,27,7,2,15,14,0.565,0.512,0.222,0.284,33.3,69.6,52.3,71.1,7.7,3.1,14.1,100.0,113.5,123.4,103,0
2011-2012,LOS ANGELES CLIPPERS,2012-04-12,240,39,91,12,31,5,10,14,31,22,11,5,9,22,0.498,0.495,0.341,0.11,29.8,72.1,50.0,56.4,12.5,8.9,8.6,100.0,107.7,92.9,95,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-04-12,240,31,77,5,21,15,22,12,33,20,4,6,17,12,0.473,0.435,0.273,0.28600000000000003,27.9,70.2,50.0,64.5,4.5,10.0,16.4,100.0,92.9,107.7,82,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-12,240,36,85,4,19,21,27,12,29,15,10,2,15,25,0.501,0.447,0.224,0.318,27.9,74.4,50.0,41.7,10.5,3.6,13.4,100.0,101.6,112.1,97,0
2011-2012,SAN ANTONIO SPURS,2012-04-12,240,37,76,7,20,26,31,10,31,19,9,4,17,21,0.597,0.5329999999999999,0.263,0.408,25.6,72.1,50.0,51.4,9.4,6.1,15.9,100.0,112.1,101.6,107,0
2011-2012,MILWAUKEE BUCKS,2012-04-13,240,45,87,5,15,18,22,8,32,36,6,8,8,19,0.584,0.546,0.172,0.253,21.1,82.1,51.9,80.0,6.3,11.8,7.6,100.0,119.5,102.6,113,0
2011-2012,DETROIT PISTONS,2012-04-13,240,37,78,3,10,20,24,7,30,20,5,5,15,19,0.5479999999999999,0.494,0.128,0.308,17.9,78.9,48.1,54.1,5.3,6.9,14.5,100.0,102.6,119.5,97,0
2011-2012,PHOENIX SUNS,2012-04-13,240,38,77,8,18,28,33,8,36,22,5,3,13,26,0.612,0.545,0.234,0.429,22.9,75.0,53.0,57.9,5.2,4.6,12.4,100.0,116.0,108.8,112,0
2011-2012,HOUSTON ROCKETS,2012-04-13,240,36,84,4,19,29,33,12,27,24,8,7,15,26,0.5329999999999999,0.452,0.226,0.393,25.0,77.1,47.0,66.7,8.3,11.9,13.2,100.0,108.8,116.0,105,0
2011-2012,CLEVELAND CAVALIERS,2012-04-13,240,28,79,7,21,20,22,12,31,16,7,4,18,29,0.468,0.399,0.266,0.278,27.3,66.0,47.3,57.1,7.5,5.7,16.9,100.0,89.2,109.7,83,0
2011-2012,INDIANA PACERS,2012-04-13,240,37,90,6,20,22,26,16,32,23,9,6,14,22,0.503,0.444,0.222,0.289,34.0,72.7,52.7,62.2,9.7,10.3,12.1,100.0,109.7,89.2,102,0
2011-2012,DENVER NUGGETS,2012-04-13,240,41,92,5,17,10,15,18,22,20,15,2,15,23,0.4920000000000001,0.473,0.185,0.163,36.7,61.1,47.1,48.8,16.1,3.3,13.2,100.0,104.2,110.7,97,0
2011-2012,LOS ANGELES LAKERS,2012-04-13,240,38,75,7,15,20,29,14,31,25,9,7,22,12,0.5870000000000001,0.5529999999999999,0.2,0.387,38.9,63.3,52.9,65.8,9.7,9.3,20.0,100.0,110.7,104.2,103,0
2011-2012,CHARLOTTE BOBCATS,2012-04-13,240,33,74,5,17,11,19,10,26,19,3,4,16,16,0.498,0.48,0.23,0.257,25.0,68.4,46.2,57.6,3.4,5.6,16.3,100.0,93.4,119.6,82,0
2011-2012,MIAMI HEAT,2012-04-13,240,44,85,2,14,15,17,12,30,25,8,6,11,18,0.568,0.529,0.165,0.2,31.6,75.0,53.8,56.8,9.1,10.5,10.6,100.0,119.6,93.4,105,0
2011-2012,UTAH JAZZ,2012-04-13,240,33,73,2,11,17,21,16,23,22,7,5,15,20,0.517,0.466,0.151,0.28800000000000003,40.0,71.9,54.2,66.7,8.7,8.9,15.4,100.0,106.0,119.7,85,0
2011-2012,NEW ORLEANS HORNETS,2012-04-13,240,38,69,6,13,14,21,9,24,25,8,3,13,18,0.613,0.594,0.188,0.304,28.1,60.0,45.8,65.8,10.0,4.8,14.2,100.0,119.7,106.0,96,0
2011-2012,WASHINGTON WIZARDS,2012-04-13,240,22,79,4,20,17,21,16,30,13,10,9,21,15,0.368,0.304,0.253,0.266,33.3,76.9,52.9,59.1,11.0,16.4,19.2,100.0,71.8,113.7,65,0
2011-2012,NEW YORK KNICKS,2012-04-13,240,39,84,14,29,11,13,9,32,22,11,5,15,16,0.574,0.5479999999999999,0.345,0.155,23.1,66.7,47.1,56.4,12.1,8.5,14.3,100.0,113.7,71.8,103,0
2011-2012,SACRAMENTO KINGS,2012-04-13,240,35,90,9,25,10,14,8,33,20,9,3,15,23,0.463,0.439,0.278,0.156,16.0,67.3,41.4,57.1,8.9,3.8,13.5,100.0,88.3,114.1,89,0
2011-2012,OKLAHOMA CITY THUNDER,2012-04-13,240,43,90,5,12,24,32,16,42,19,11,9,14,13,0.552,0.506,0.133,0.35600000000000004,32.7,84.0,58.6,44.2,10.9,13.8,11.9,100.0,114.1,88.3,115,0
2011-2012,ATLANTA HAWKS,2012-04-13,240,40,79,14,35,15,16,6,37,25,9,3,15,14,0.633,0.595,0.443,0.203,16.2,74.0,49.4,62.5,9.7,5.3,14.8,100.0,118.0,87.7,109,0
2011-2012,ORLANDO MAGIC,2012-04-13,240,33,85,6,28,9,14,13,31,14,7,1,15,10,0.444,0.424,0.329,0.165,26.0,83.8,50.6,42.4,7.6,2.3,14.1,100.0,87.7,118.0,81,0
2011-2012,NEW JERSEY NETS,2012-04-13,240,34,81,6,16,21,27,5,36,21,11,4,10,21,0.511,0.457,0.198,0.333,11.6,78.3,46.1,61.8,11.4,5.6,9.7,100.0,98.5,92.3,95,0
2011-2012,PHILADELPHIA 76ERS,2012-04-13,240,34,81,1,10,20,27,10,38,17,3,7,16,18,0.479,0.426,0.123,0.333,21.7,88.4,53.9,50.0,3.1,10.8,14.7,100.0,92.3,98.5,89,0
2011-2012,DALLAS MAVERICKS,2012-04-13,240,40,83,9,20,8,10,16,35,17,8,7,20,21,0.555,0.536,0.241,0.12,39.0,72.9,57.3,42.5,8.9,12.1,18.6,100.0,108.2,104.8,97,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-04-13,240,35,83,6,25,18,23,13,25,20,9,2,12,14,0.505,0.458,0.301,0.277,27.1,61.0,42.7,57.1,10.0,3.2,11.4,100.0,104.8,108.2,94,0
2011-2012,BOSTON CELTICS,2012-04-13,240,30,80,4,19,15,19,10,27,24,8,5,10,25,0.447,0.4,0.238,0.238,20.8,69.2,42.5,80.0,9.6,9.3,10.2,100.0,94.4,100.4,79,0
2011-2012,TORONTO RAPTORS,2012-04-13,240,25,72,7,18,27,31,12,38,15,4,4,12,20,0.49,0.396,0.25,0.431,30.8,79.2,57.5,60.0,4.8,6.6,12.3,100.0,100.4,94.4,84,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-14,240,37,80,15,31,15,21,11,28,22,7,6,16,26,0.583,0.556,0.388,0.263,28.2,68.3,48.8,59.5,7.7,10.2,15.2,100.0,114.4,123.2,104,0
2011-2012,LOS ANGELES CLIPPERS,2012-04-14,240,44,81,10,22,14,30,13,28,22,6,9,10,18,0.594,0.605,0.272,0.37,31.7,71.8,51.3,50.0,6.6,18.4,9.6,100.0,123.2,114.4,112,0
2011-2012,UTAH JAZZ,2012-04-14,240,40,83,5,11,13,17,13,28,20,10,4,14,23,0.542,0.512,0.133,0.205,32.5,71.8,51.9,50.0,11.5,7.0,13.4,100.0,112.9,118.7,98,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-14,240,34,70,7,13,28,34,11,27,18,4,6,12,13,0.606,0.536,0.18600000000000005,0.486,28.2,67.5,48.1,52.9,4.6,8.3,12.4,100.0,118.7,112.9,103,0
2011-2012,INDIANA PACERS,2012-04-14,240,37,92,7,19,24,26,19,35,17,4,1,9,19,0.508,0.44,0.207,0.28300000000000003,37.3,76.1,55.7,45.9,4.4,1.6,8.0,100.0,115.5,108.9,105,0
2011-2012,MILWAUKEE BUCKS,2012-04-14,240,37,84,9,23,16,26,11,32,21,5,8,10,21,0.519,0.494,0.274,0.31,23.9,62.7,44.3,56.8,5.5,11.0,9.5,100.0,108.9,115.5,99,0
2011-2012,OKLAHOMA CITY THUNDER,2012-04-14,240,40,91,7,25,28,32,17,36,17,6,8,14,28,0.547,0.478,0.275,0.35200000000000004,37.0,78.3,57.6,42.5,6.0,11.0,11.8,100.0,115.9,110.9,115,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-04-14,240,42,84,4,11,22,34,10,29,19,7,4,13,23,0.556,0.524,0.131,0.405,21.7,63.0,42.4,45.2,7.1,6.1,11.6,100.0,110.9,115.9,110,0
2011-2012,BOSTON CELTICS,2012-04-14,240,37,81,5,14,15,22,12,39,28,8,8,14,19,0.518,0.488,0.173,0.272,29.3,75.0,54.8,75.7,8.8,12.3,13.4,100.0,103.3,90.2,94,0
2011-2012,NEW JERSEY NETS,2012-04-14,240,32,87,6,22,12,14,13,29,19,5,5,14,20,0.44,0.402,0.253,0.161,25.0,70.7,45.2,59.4,5.5,7.5,13.1,100.0,90.2,103.3,82,0
2011-2012,PHOENIX SUNS,2012-04-14,240,38,96,2,16,13,18,18,26,15,10,6,12,18,0.438,0.406,0.16699999999999998,0.188,31.6,72.2,47.3,39.5,10.4,10.3,10.4,100.0,94.5,109.1,91,0
2011-2012,SAN ANTONIO SPURS,2012-04-14,240,40,76,9,18,16,19,10,39,24,12,1,24,20,0.622,0.586,0.237,0.25,27.8,68.4,52.7,60.0,12.5,1.3,22.1,100.0,109.1,94.5,105,0
2011-2012,CLEVELAND CAVALIERS,2012-04-14,240,34,66,3,8,27,33,5,29,17,8,3,16,17,0.609,0.5379999999999999,0.121,0.5,18.5,70.7,50.0,50.0,9.1,4.1,16.6,100.0,111.8,101.5,98,0
2011-2012,WASHINGTON WIZARDS,2012-04-14,240,38,87,4,14,9,12,12,22,20,8,9,10,22,0.482,0.46,0.161,0.138,29.3,81.5,50.0,52.6,9.1,15.5,9.8,100.0,101.5,111.8,89,0
2011-2012,TORONTO RAPTORS,2012-04-15,240,41,74,4,12,16,23,6,33,16,6,4,14,23,0.606,0.581,0.162,0.311,18.2,80.5,52.7,39.0,6.7,8.0,14.3,100.0,114.5,96.5,102,0
2011-2012,ATLANTA HAWKS,2012-04-15,240,29,72,5,22,23,31,8,27,21,6,2,12,18,0.502,0.438,0.306,0.431,19.5,81.8,47.3,72.4,6.7,3.2,12.3,100.0,96.5,114.5,86,0
2011-2012,BOSTON CELTICS,2012-04-15,240,39,80,5,15,11,17,8,36,21,6,10,14,16,0.537,0.519,0.188,0.213,22.2,80.0,54.3,53.8,6.7,15.2,13.8,100.0,105.0,91.6,94,0
2011-2012,CHARLOTTE BOBCATS,2012-04-15,240,32,79,3,13,15,20,9,28,20,7,5,11,13,0.467,0.424,0.165,0.253,20.0,77.8,45.7,62.5,7.8,7.7,11.1,100.0,91.6,105.0,82,0
2011-2012,ORLANDO MAGIC,2012-04-15,240,36,79,11,29,17,21,7,32,25,10,8,6,20,0.5670000000000001,0.525,0.3670000000000001,0.266,17.1,71.1,45.3,69.4,11.5,14.3,6.4,100.0,114.5,96.2,100,0
2011-2012,CLEVELAND CAVALIERS,2012-04-15,240,28,75,6,19,22,29,13,34,18,4,2,17,19,0.479,0.413,0.253,0.387,28.9,82.9,54.7,64.3,4.6,4.0,16.2,100.0,96.2,114.5,84,0
2011-2012,HOUSTON ROCKETS,2012-04-15,240,32,87,10,26,12,20,12,29,17,9,5,17,17,0.449,0.425,0.299,0.23,25.0,76.3,47.7,53.1,9.3,7.5,15.1,100.0,88.6,104.1,86,0
2011-2012,DENVER NUGGETS,2012-04-15,240,41,83,4,16,15,21,9,36,27,6,5,16,22,0.547,0.518,0.193,0.253,23.7,75.0,52.3,65.9,6.2,8.2,14.8,100.0,104.1,88.6,101,0
2011-2012,CHICAGO BULLS,2012-04-15,265,39,91,5,17,17,23,17,33,20,7,6,19,22,0.494,0.456,0.187,0.253,35.4,76.7,54.9,51.3,7.0,8.7,15.8,100.0,100.0,94.0,100,0
2011-2012,DETROIT PISTONS,2012-04-15,265,33,84,6,15,22,28,10,31,16,11,6,18,22,0.488,0.429,0.179,0.333,23.3,64.6,45.1,48.5,11.0,8.1,15.7,100.0,94.0,100.0,94,0
2011-2012,DALLAS MAVERICKS,2012-04-15,265,41,88,12,21,14,15,6,36,19,4,4,6,22,0.5710000000000001,0.534,0.239,0.17,14.0,70.6,44.7,46.3,4.3,5.3,6.0,100.0,115.1,119.3,108,0
2011-2012,LOS ANGELES LAKERS,2012-04-15,265,42,93,7,18,21,27,15,37,27,4,1,7,16,0.534,0.489,0.194,0.29,29.4,86.0,55.3,64.3,4.3,1.5,6.3,100.0,119.3,115.1,112,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-15,240,25,70,5,18,20,25,14,27,15,5,3,20,17,0.463,0.393,0.257,0.35700000000000004,31.8,75.0,51.3,60.0,5.9,5.0,19.8,100.0,88.2,103.5,75,0
2011-2012,NEW ORLEANS HORNETS,2012-04-15,240,32,73,3,13,21,21,9,30,22,11,0,15,22,0.535,0.459,0.17800000000000002,0.28800000000000003,25.0,68.2,48.8,68.8,12.9,0.0,15.4,100.0,103.5,88.2,88,0
2011-2012,MIAMI HEAT,2012-04-15,240,36,78,4,17,17,21,11,36,14,7,2,15,22,0.5329999999999999,0.487,0.218,0.269,29.7,83.7,58.8,38.9,7.9,4.7,14.7,100.0,105.1,96.1,93,0
2011-2012,NEW YORK KNICKS,2012-04-15,240,31,73,9,30,14,23,7,26,19,8,1,14,20,0.511,0.486,0.411,0.315,16.3,70.3,41.3,61.3,9.0,1.6,14.4,100.0,96.1,105.1,85,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-04-15,240,40,76,16,32,7,10,6,33,21,3,8,17,13,0.6409999999999999,0.632,0.421,0.132,20.7,70.2,51.3,52.5,3.4,10.5,17.5,100.0,115.9,117.1,103,0
2011-2012,SACRAMENTO KINGS,2012-04-15,240,45,95,8,19,6,9,14,23,26,8,3,6,12,0.525,0.516,0.2,0.095,29.8,79.3,48.7,57.8,9.0,6.8,5.7,100.0,117.1,115.9,104,0
2011-2012,NEW ORLEANS HORNETS,2012-04-16,240,26,77,1,11,22,25,11,39,15,6,6,12,23,0.426,0.344,0.14300000000000002,0.325,24.4,78.0,52.6,57.7,6.9,10.0,12.0,100.0,86.6,77.4,75,0
2011-2012,CHARLOTTE BOBCATS,2012-04-16,240,23,76,1,16,20,30,11,34,12,4,10,12,20,0.376,0.309,0.211,0.395,22.0,75.6,47.4,52.2,4.6,15.2,11.9,100.0,77.4,86.6,67,0
2011-2012,WASHINGTON WIZARDS,2012-04-16,240,34,89,4,18,15,19,13,31,18,9,11,12,21,0.447,0.404,0.202,0.213,28.3,64.6,46.8,52.9,9.9,15.7,11.0,100.0,95.6,92.3,87,0
2011-2012,CHICAGO BULLS,2012-04-16,240,32,84,4,14,16,22,17,33,22,7,8,17,22,0.448,0.405,0.16699999999999998,0.262,35.4,71.7,53.2,68.8,7.7,11.3,15.4,100.0,92.3,95.6,84,0
2011-2012,SAN ANTONIO SPURS,2012-04-16,240,36,92,12,27,36,43,19,36,27,6,4,14,14,0.541,0.457,0.293,0.467,36.5,72.0,53.9,75.0,6.0,5.5,11.2,100.0,119.6,98.7,120,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-16,240,38,93,8,20,15,17,14,33,24,9,4,16,31,0.493,0.452,0.215,0.183,28.0,63.5,46.1,63.2,9.0,6.2,13.7,100.0,98.7,119.6,99,0
2011-2012,DENVER NUGGETS,2012-04-16,240,38,80,9,18,20,29,9,32,26,8,4,13,18,0.5660000000000001,0.531,0.225,0.363,21.4,68.1,46.1,68.4,8.5,6.2,12.3,100.0,110.9,107.7,105,0
2011-2012,HOUSTON ROCKETS,2012-04-16,240,40,94,8,29,14,17,15,33,25,6,11,12,21,0.503,0.468,0.309,0.181,31.9,78.6,53.9,62.5,6.3,17.7,10.6,100.0,107.7,110.9,102,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-04-16,240,32,87,7,25,17,25,10,35,16,4,6,10,20,0.449,0.408,0.287,0.287,18.5,71.4,43.7,50.0,4.2,9.4,9.3,100.0,92.6,116.8,88,0
2011-2012,INDIANA PACERS,2012-04-16,240,39,88,11,24,22,25,14,44,24,5,7,11,20,0.561,0.506,0.273,0.284,28.6,81.5,56.3,61.5,5.3,11.3,10.0,100.0,116.8,92.6,111,0
2011-2012,OKLAHOMA CITY THUNDER,2012-04-16,240,27,72,5,22,18,29,16,26,12,8,4,19,21,0.454,0.41,0.306,0.403,34.8,61.9,47.7,44.4,9.5,6.6,18.3,100.0,91.7,109.6,77,0
2011-2012,LOS ANGELES CLIPPERS,2012-04-16,240,36,81,9,20,11,16,16,30,21,8,7,13,22,0.522,0.5,0.247,0.198,38.1,65.2,52.3,58.3,9.5,14.0,12.9,100.0,109.6,91.7,92,0
2011-2012,MIAMI HEAT,2012-04-16,240,36,71,6,18,23,27,6,27,20,6,5,13,15,0.609,0.5489999999999999,0.254,0.38,18.8,77.1,49.3,55.6,6.7,7.6,13.6,100.0,112.8,109.4,101,0
2011-2012,NEW JERSEY NETS,2012-04-16,240,41,82,5,16,11,16,8,26,21,8,1,13,20,0.55,0.53,0.195,0.195,22.9,81.3,50.7,51.2,8.9,1.9,12.7,100.0,109.4,112.8,98,0
2011-2012,PHILADELPHIA 76ERS,2012-04-16,240,40,80,9,18,11,15,4,26,27,9,4,8,10,0.5770000000000001,0.556,0.225,0.188,10.8,66.7,39.5,67.5,10.1,5.6,8.5,100.0,112.5,127.1,100,0
2011-2012,ORLANDO MAGIC,2012-04-16,240,48,90,11,18,6,6,13,33,28,5,5,11,14,0.61,0.594,0.2,0.067,33.3,89.2,60.5,58.3,5.6,8.1,10.6,100.0,127.1,112.5,113,0
2011-2012,PORTLAND TRAIL BLAZERS,2012-04-16,240,41,89,8,21,17,23,15,21,18,6,3,14,17,0.54,0.506,0.236,0.258,31.9,70.0,46.8,43.9,6.4,4.3,12.4,100.0,114.1,133.3,107,0
2011-2012,PHOENIX SUNS,2012-04-16,240,51,85,7,15,16,19,9,32,29,4,8,10,20,0.669,0.6409999999999999,0.17600000000000002,0.224,30.0,68.1,53.2,56.9,4.3,11.8,9.7,100.0,133.3,114.1,125,0
2011-2012,ATLANTA HAWKS,2012-04-16,240,39,80,6,21,25,36,12,30,28,8,6,9,13,0.569,0.525,0.263,0.45,27.3,68.2,47.7,71.8,8.9,8.6,8.6,100.0,121.2,96.7,109,0
2011-2012,TORONTO RAPTORS,2012-04-16,240,35,79,4,9,13,16,14,32,20,5,5,18,27,0.506,0.468,0.114,0.203,31.8,72.7,52.3,57.1,5.6,8.5,17.3,100.0,96.7,121.2,87,0
2011-2012,DALLAS MAVERICKS,2012-04-16,315,42,98,14,34,23,25,7,34,21,13,5,15,31,0.555,0.5,0.34700000000000003,0.255,15.2,70.8,43.6,50.0,11.5,7.5,12.1,100.0,107.2,108.9,121,0
2011-2012,UTAH JAZZ,2012-04-16,315,41,95,12,28,29,37,14,39,30,6,5,19,28,0.5529999999999999,0.495,0.295,0.389,29.2,84.8,56.4,73.2,5.3,7.8,14.6,100.0,108.9,107.2,123,0
2011-2012,CLEVELAND CAVALIERS,2012-04-17,240,27,78,7,21,16,21,12,22,13,5,2,19,14,0.441,0.391,0.269,0.269,26.1,75.9,45.3,48.1,5.6,3.5,17.9,100.0,86.3,130.0,77,0
2011-2012,DETROIT PISTONS,2012-04-17,240,45,75,8,18,18,20,7,34,28,12,10,12,19,0.6920000000000001,0.653,0.24,0.267,24.1,73.9,54.7,62.2,13.5,17.5,12.5,100.0,130.0,86.3,116,0
2011-2012,SAN ANTONIO SPURS,2012-04-17,240,50,84,7,18,5,11,6,31,29,8,5,12,17,0.63,0.637,0.214,0.131,17.1,79.5,50.0,58.0,8.5,7.1,11.9,100.0,118.8,96.5,112,0
2011-2012,LOS ANGELES LAKERS,2012-04-17,240,39,80,2,10,11,11,8,29,28,6,3,19,14,0.536,0.5,0.125,0.138,20.5,82.9,50.0,71.8,6.4,4.5,18.3,100.0,96.5,118.8,91,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-17,240,40,91,5,13,6,11,15,27,24,11,7,11,21,0.475,0.467,0.14300000000000002,0.121,31.9,65.9,47.7,60.0,12.7,13.7,10.3,100.0,105.3,97.2,91,0
2011-2012,MINNESOTA TIMBERWOLVES,2012-04-17,240,26,73,7,22,25,30,14,32,16,6,7,16,12,0.487,0.404,0.301,0.411,34.1,68.1,52.3,61.5,6.9,9.0,15.7,100.0,97.2,105.3,84,0
2011-2012,BOSTON CELTICS,2012-04-17,240,36,66,11,21,27,34,6,20,21,7,2,11,17,0.679,0.629,0.318,0.515,18.8,66.7,41.9,58.3,8.2,4.8,12.0,100.0,129.4,138.8,110,0
2011-2012,NEW YORK KNICKS,2012-04-17,240,42,74,19,32,15,17,10,26,28,6,0,16,26,0.7240000000000001,0.696,0.4320000000000001,0.23,33.3,81.3,58.1,66.7,7.1,0.0,16.4,100.0,138.8,129.4,118,0
2011-2012,INDIANA PACERS,2012-04-17,240,37,89,13,24,15,18,16,28,21,11,6,10,22,0.526,0.489,0.27,0.202,32.7,65.1,47.8,56.8,12.6,9.7,9.4,100.0,117.1,111.4,102,0
2011-2012,PHILADELPHIA 76ERS,2012-04-17,240,34,76,5,14,24,32,15,33,19,3,4,13,19,0.5379999999999999,0.48,0.184,0.421,34.9,67.3,52.2,55.9,3.4,6.2,12.6,100.0,111.4,117.1,97,0
2011-2012,DETROIT PISTONS,2012-04-18,240,32,92,7,25,13,19,15,37,17,4,4,14,19,0.418,0.386,0.272,0.207,25.4,86.0,51.0,53.1,4.1,7.0,12.2,100.0,86.4,119.3,84,0
2011-2012,ATLANTA HAWKS,2012-04-18,240,42,85,8,28,24,29,6,44,27,11,4,7,17,0.593,0.541,0.329,0.341,14.0,74.6,49.0,64.3,11.3,6.0,6.7,100.0,119.3,86.4,116,0
2011-2012,ORLANDO MAGIC,2012-04-18,240,36,78,6,24,20,30,17,26,17,8,2,15,23,0.537,0.5,0.308,0.385,39.5,89.7,59.7,47.2,8.9,3.2,14.1,100.0,109.2,113.7,98,0
2011-2012,BOSTON CELTICS,2012-04-18,240,38,70,3,7,23,27,3,26,23,6,6,15,20,0.623,0.564,0.1,0.386,10.3,60.5,40.3,60.5,6.7,11.1,15.5,100.0,113.7,109.2,102,0
2011-2012,CHICAGO BULLS,2012-04-18,240,40,83,9,19,11,19,16,41,29,3,6,9,17,0.547,0.536,0.229,0.229,40.0,74.5,60.0,72.5,3.7,7.9,9.0,100.0,121.7,82.8,100,0
2011-2012,CHARLOTTE BOBCATS,2012-04-18,240,25,84,1,8,17,23,14,24,15,5,6,6,15,0.361,0.304,0.095,0.274,25.5,60.0,40.0,60.0,6.1,9.4,6.0,100.0,82.8,121.7,68,0
2011-2012,PHILADELPHIA 76ERS,2012-04-18,240,43,82,9,15,8,10,9,37,32,9,3,16,20,0.596,0.579,0.183,0.122,24.3,88.1,58.2,74.4,9.7,4.6,15.6,100.0,111.5,94.2,103,0
2011-2012,CLEVELAND CAVALIERS,2012-04-18,240,36,79,5,14,10,16,5,28,22,2,3,13,9,0.506,0.487,0.177,0.203,11.9,75.7,41.8,61.1,2.2,4.5,13.1,100.0,94.2,111.5,87,0
2011-2012,HOUSTON ROCKETS,2012-04-18,240,43,86,12,28,12,15,13,28,23,7,1,12,24,0.594,0.57,0.326,0.174,31.0,73.7,51.3,53.5,7.8,1.9,11.5,100.0,121.9,129.7,110,0
2011-2012,DALLAS MAVERICKS,2012-04-18,240,41,79,11,26,24,26,10,29,21,6,1,12,16,0.647,0.589,0.329,0.329,26.3,69.0,48.8,51.2,6.6,1.7,11.7,100.0,129.7,121.9,117,0
2011-2012,LOS ANGELES CLIPPERS,2012-04-18,240,38,78,14,24,14,20,10,25,21,11,7,17,28,0.599,0.5770000000000001,0.308,0.256,24.4,75.8,47.3,55.3,12.1,12.7,16.4,100.0,114.7,108.1,104,0
2011-2012,DENVER NUGGETS,2012-04-18,240,36,73,5,18,21,26,8,31,19,5,3,15,21,0.58,0.527,0.247,0.35600000000000004,24.2,75.6,52.7,52.8,5.5,5.6,15.1,100.0,108.1,114.7,98,0
2011-2012,LOS ANGELES LAKERS,2012-04-18,240,37,79,4,16,21,28,11,44,34,7,6,14,10,0.542,0.494,0.203,0.354,25.0,86.3,57.9,91.9,7.4,8.5,13.3,100.0,104.0,91.4,99,0
2011-2012,GOLDEN STATE WARRIORS,2012-04-18,240,38,90,4,19,7,10,7,33,23,8,3,11,22,0.461,0.444,0.211,0.111,13.7,75.0,42.1,60.5,8.4,4.8,10.4,100.0,91.4,104.0,87,0
2011-2012,NEW ORLEANS HORNETS,2012-04-18,240,29,60,2,7,31,38,11,24,15,8,6,22,16,0.593,0.5,0.117,0.633,36.7,66.7,53.0,51.7,9.4,9.8,22.3,100.0,107.3,121.5,91,0
2011-2012,MEMPHIS GRIZZLIES,2012-04-18,240,42,83,8,22,11,13,12,19,22,12,8,11,24,0.58,0.5539999999999999,0.265,0.157,33.3,63.3,47.0,52.4,14.1,15.1,11.0,100.0,121.5,107.3,103,0
2011-2012,TORONTO RAPTORS,2012-04-18,240,30,72,1,16,11,15,10,21,12,7,5,14,17,0.458,0.424,0.222,0.208,25.0,65.6,43.1,40.0,8.6,8.5,15.1,100.0,88.1,117.4,72,0
2011-2012,MIAMI HEAT,2012-04-18,240,40,76,7,17,9,15,11,30,25,9,3,14,16,0.581,0.5720000000000001,0.224,0.197,34.4,75.0,56.9,62.5,11.0,5.4,14.5,100.0,117.4,88.1,96,0
