Season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
2013-2014,ORLANDO MAGIC,2013-12-09,240,30,75,6,22,19,20,3,32,12,7,8,12,15,0.507,0.44,0.293,0.267,6.8,74.4,40.2,40.0,7.6,11.6,12.5,100,92.0,101.7
2013-2014,MEMPHIS GRIZZLIES,2013-12-09,240,36,86,10,17,12,17,11,41,23,4,4,14,21,0.503,0.47700000000000004,0.198,0.198,25.6,93.2,59.8,63.9,4.3,7.5,13.0,100,101.7,92.0
2013-2014,LOS ANGELES CLIPPERS,2013-12-09,240,35,82,5,27,19,29,9,40,20,10,4,12,22,0.496,0.457,0.32899999999999996,0.354,20.0,74.1,49.5,57.1,10.3,5.6,11.2,100,96.5,85.2
2013-2014,PHILADELPHIA 76ERS,2013-12-09,240,33,92,3,21,14,19,14,36,26,7,0,16,26,0.414,0.375,0.228,0.207,25.9,80.0,50.5,78.8,7.2,0.0,13.8,100,85.2,96.5
2013-2014,DALLAS MAVERICKS,2013-12-09,240,37,95,5,27,18,20,9,30,22,14,4,16,25,0.467,0.41600000000000004,0.284,0.21100000000000002,18.4,73.2,43.3,59.5,13.3,7.1,13.4,100,92.0,106.2
2013-2014,SACRAMENTO KINGS,2013-12-09,240,38,81,9,25,27,34,11,40,23,10,4,21,23,0.584,0.525,0.309,0.42,26.8,81.6,56.7,60.5,9.5,5.9,18.0,100,106.2,92.0
2013-2014,PORTLAND TRAIL BLAZERS,2013-12-09,240,40,85,6,19,19,20,11,33,23,6,6,11,19,0.56,0.506,0.22399999999999998,0.235,25.6,75.0,50.6,57.5,6.6,8.0,10.5,100,115.0,103.0
2013-2014,UTAH JAZZ,2013-12-09,240,36,82,1,7,21,23,11,32,13,6,5,12,15,0.51,0.445,0.085,0.28,25.0,74.4,49.4,36.1,6.6,7.6,11.5,100,103.0,115.0
2013-2014,DENVER NUGGETS,2013-12-09,240,30,73,7,21,8,14,12,36,19,10,4,20,16,0.474,0.45899999999999996,0.28800000000000003,0.192,28.6,69.2,51.1,63.3,11.5,6.2,20.2,100,86.6,85.4
2013-2014,WASHINGTON WIZARDS,2013-12-09,240,32,89,5,24,5,9,16,30,18,10,7,14,16,0.39799999999999996,0.38799999999999996,0.27,0.10099999999999999,30.8,71.4,48.9,56.3,11.5,13.5,13.1,100,85.4,86.6
2013-2014,OKLAHOMA CITY THUNDER,2013-12-10,240,38,86,4,18,21,28,10,44,27,8,7,16,19,0.514,0.465,0.209,0.326,23.3,78.6,54.5,71.1,8.0,11.5,14.0,100,100.4,91.4
2013-2014,ATLANTA HAWKS,2013-12-10,240,31,87,9,26,21,27,12,33,24,10,5,15,22,0.465,0.408,0.299,0.31,21.4,76.7,45.5,77.4,9.9,7.4,13.2,100,91.4,100.4
2013-2014,BOSTON CELTICS,2013-12-10,240,35,80,11,22,15,21,10,25,14,8,1,9,22,0.5379999999999999,0.506,0.275,0.263,22.7,75.8,45.5,40.0,9.3,1.7,9.2,100,111.2,120.5
2013-2014,BROOKLYN NETS,2013-12-10,240,39,70,3,12,23,28,8,34,19,4,2,13,16,0.632,0.579,0.171,0.4,24.2,77.3,54.5,48.7,4.6,3.4,13.6,100,120.5,111.2
2013-2014,MILWAUKEE BUCKS,2013-12-10,240,30,75,2,11,16,20,12,27,14,7,11,15,16,0.465,0.413,0.147,0.267,29.3,67.5,48.1,46.7,8.1,16.2,15.2,100,90.5,85.8
2013-2014,CHICAGO BULLS,2013-12-10,240,31,83,3,15,9,14,13,29,21,7,8,18,23,0.415,0.392,0.18100000000000002,0.16899999999999998,32.5,70.7,51.9,67.7,8.1,12.5,16.8,100,85.8,90.5
2013-2014,NEW YORK KNICKS,2013-12-10,240,40,87,10,31,4,5,9,22,27,4,5,13,19,0.527,0.517,0.35600000000000004,0.057,23.7,71.0,44.9,67.5,4.6,9.1,12.7,100,107.5,124.6
2013-2014,CLEVELAND CAVALIERS,2013-12-10,240,42,74,9,19,16,22,9,29,25,6,1,12,13,0.6509999999999999,0.628,0.257,0.297,29.0,76.3,55.1,59.5,6.9,1.8,12.5,100,124.6,107.5
2013-2014,MINNESOTA TIMBERWOLVES,2013-12-10,240,41,85,11,24,28,33,14,32,31,12,0,12,16,0.608,0.547,0.282,0.38799999999999996,33.3,74.4,54.1,75.6,12.5,0.0,10.8,100,126.1,98.0
2013-2014,DETROIT PISTONS,2013-12-10,240,39,83,8,28,8,16,11,28,22,4,5,20,24,0.522,0.518,0.337,0.193,25.6,66.7,45.9,56.4,4.2,8.2,18.2,100,98.0,126.1
2013-2014,MIAMI HEAT,2013-12-10,240,33,77,4,21,14,20,6,27,20,13,6,12,21,0.49,0.455,0.273,0.26,15.0,75.0,43.4,60.6,14.5,11.5,12.3,100,93.8,100.5
2013-2014,INDIANA PACERS,2013-12-10,240,34,67,5,15,17,25,9,34,22,7,2,21,21,0.5770000000000001,0.545,0.22399999999999998,0.373,25.0,85.0,56.6,64.7,7.8,3.6,21.2,100,100.5,93.8
2013-2014,PHOENIX SUNS,2013-12-10,240,44,85,7,23,19,21,10,33,24,6,3,13,22,0.605,0.5589999999999999,0.271,0.247,27.8,82.5,56.6,54.5,6.3,4.9,12.1,100,119.8,113.5
2013-2014,LOS ANGELES LAKERS,2013-12-10,240,39,80,5,19,25,32,7,26,22,7,3,11,20,0.574,0.519,0.23800000000000002,0.4,17.5,72.2,43.4,56.4,7.4,4.8,10.5,100,113.5,119.8
2013-2014,SAN ANTONIO SPURS,2013-12-10,240,45,82,13,23,13,16,8,28,30,8,3,14,18,0.6509999999999999,0.628,0.28,0.195,22.9,71.8,48.6,66.7,8.5,5.0,13.6,100,123.8,109.9
2013-2014,TORONTO RAPTORS,2013-12-10,240,38,83,10,23,17,19,11,27,23,6,3,17,18,0.564,0.518,0.27699999999999997,0.22899999999999998,28.2,77.1,51.4,60.5,6.4,5.1,15.7,100,109.9,123.8
2013-2014,LOS ANGELES CLIPPERS,2013-12-11,240,34,76,6,17,22,34,8,29,20,9,6,13,17,0.528,0.48700000000000004,0.22399999999999998,0.447,20.0,78.4,48.1,58.8,9.7,9.5,12.5,100,103.0,94.5
2013-2014,BOSTON CELTICS,2013-12-11,240,33,80,6,17,16,19,8,32,20,5,5,16,23,0.498,0.45,0.213,0.23800000000000002,21.6,80.0,51.9,60.6,5.4,8.5,15.3,100,94.5,103.0
2013-2014,ORLANDO MAGIC,2013-12-11,240,38,90,7,19,9,9,14,38,18,6,4,14,17,0.49,0.461,0.21100000000000002,0.1,30.4,80.9,55.9,47.4,6.6,6.0,13.0,100,101.7,91.7
2013-2014,CHARLOTTE BOBCATS,2013-12-11,240,31,84,4,17,17,18,9,32,23,6,7,10,14,0.451,0.39299999999999996,0.20199999999999999,0.214,19.1,69.6,44.1,74.2,6.6,9.9,9.8,100,91.7,101.7
2013-2014,DALLAS MAVERICKS,2013-12-11,240,37,88,8,23,11,14,8,35,24,9,4,11,15,0.494,0.466,0.261,0.159,18.2,71.4,46.2,64.9,9.5,6.9,10.5,100,98.1,100.2
2013-2014,GOLDEN STATE WARRIORS,2013-12-11,240,37,86,12,28,9,15,14,36,20,6,6,18,18,0.513,0.5,0.326,0.174,28.6,81.8,53.8,54.1,6.3,9.2,16.3,100,100.2,98.1
2013-2014,OKLAHOMA CITY THUNDER,2013-12-11,240,40,71,9,18,27,33,8,34,22,8,5,21,27,0.6779999999999999,0.627,0.254,0.465,25.0,79.1,56.0,55.0,8.3,7.6,19.7,100,120.2,103.6
2013-2014,MEMPHIS GRIZZLIES,2013-12-11,240,34,81,6,15,26,34,9,24,17,11,3,12,25,0.521,0.457,0.185,0.42,20.9,75.0,44.0,50.0,11.4,5.7,11.1,100,103.6,120.2
2013-2014,SAN ANTONIO SPURS,2013-12-11,240,46,88,4,17,13,17,17,35,25,8,2,15,21,0.5710000000000001,0.545,0.193,0.193,44.7,68.6,58.4,54.3,9.1,2.9,13.6,100,123.6,87.3
2013-2014,MILWAUKEE BUCKS,2013-12-11,240,29,84,2,15,17,23,16,21,16,7,4,12,18,0.409,0.35700000000000004,0.179,0.27399999999999997,31.4,55.3,41.6,55.2,7.9,5.6,11.3,100,87.3,123.6
2013-2014,PHILADELPHIA 76ERS,2013-12-11,240,39,74,9,20,12,14,5,32,22,7,7,26,25,0.618,0.588,0.27,0.18899999999999997,15.2,65.3,45.1,56.4,7.0,9.2,24.5,100,99.7,106.7
2013-2014,MINNESOTA TIMBERWOLVES,2013-12-11,240,37,96,7,20,25,29,17,28,23,9,2,13,15,0.48700000000000004,0.42200000000000004,0.20800000000000002,0.302,34.7,84.8,54.9,62.2,9.1,3.7,10.7,100,106.7,99.7
2013-2014,DETROIT PISTONS,2013-12-11,265,42,96,5,21,17,27,15,28,17,10,6,13,19,0.491,0.46399999999999997,0.21899999999999997,0.281,30.0,63.6,45.7,40.5,10.2,9.8,10.8,100,108.0,113.1
2013-2014,NEW ORLEANS PELICANS,2013-12-11,265,38,84,9,23,26,32,16,35,23,10,7,15,22,0.5660000000000001,0.506,0.27399999999999997,0.381,36.4,70.0,54.3,60.5,10.2,9.3,13.3,100,113.1,108.0
2013-2014,CHICAGO BULLS,2013-12-11,240,24,72,6,21,24,29,16,32,12,9,7,22,19,0.46,0.375,0.292,0.40299999999999997,35.6,76.2,55.2,50.0,10.4,12.3,20.6,100,90.4,96.2
2013-2014,NEW YORK KNICKS,2013-12-11,240,31,76,5,19,16,19,10,29,17,16,7,13,21,0.49200000000000005,0.441,0.25,0.25,23.8,64.4,44.8,54.8,18.6,13.7,13.4,100,96.2,90.4
2013-2014,UTAH JAZZ,2013-12-11,240,48,89,13,23,13,15,12,27,35,7,8,6,27,0.638,0.612,0.258,0.16899999999999998,30.8,67.5,49.4,72.9,8.0,12.3,5.9,100,138.8,114.9
2013-2014,SACRAMENTO KINGS,2013-12-11,240,35,78,4,13,27,33,13,27,13,2,4,12,20,0.546,0.474,0.16699999999999998,0.423,32.5,69.2,50.6,37.1,2.3,6.1,11.5,100,114.9,138.8
2013-2014,LOS ANGELES CLIPPERS,2013-12-12,240,26,70,6,24,35,52,9,34,15,6,1,14,20,0.501,0.414,0.34299999999999997,0.743,19.6,87.2,50.6,57.7,6.4,1.9,13.1,100,98.4,108.0
2013-2014,BROOKLYN NETS,2013-12-12,240,33,74,8,20,28,30,5,37,18,5,0,13,31,0.585,0.5,0.27,0.405,12.8,80.4,49.4,54.5,5.3,0.0,13.0,100,108.0,98.4
2013-2014,HOUSTON ROCKETS,2013-12-12,240,40,94,5,20,19,24,15,33,16,11,6,8,23,0.49700000000000005,0.452,0.213,0.255,28.8,68.8,48.0,40.0,11.4,9.7,7.1,100,107.7,114.9
2013-2014,PORTLAND TRAIL BLAZERS,2013-12-12,240,39,89,8,27,25,30,15,37,22,4,7,14,20,0.5429999999999999,0.483,0.303,0.337,31.3,71.2,52.0,56.4,4.1,9.5,12.0,100,114.9,107.7
2013-2014,WASHINGTON WIZARDS,2013-12-13,265,42,100,4,14,11,18,18,42,26,4,3,17,20,0.45899999999999996,0.44,0.14,0.18,34.0,79.2,56.6,61.9,3.9,4.4,13.6,100,96.4,98.3
2013-2014,ATLANTA HAWKS,2013-12-13,265,38,89,7,21,18,24,11,35,27,10,1,15,14,0.507,0.466,0.23600000000000002,0.27,20.8,66.0,43.4,71.1,9.7,1.2,13.1,100,98.3,96.4
2013-2014,NEW YORK KNICKS,2013-12-13,240,32,80,5,21,17,19,9,29,20,7,1,6,19,0.48700000000000004,0.431,0.263,0.23800000000000002,20.0,82.9,47.5,62.5,8.2,2.1,6.4,100,101.2,105.9
2013-2014,BOSTON CELTICS,2013-12-13,240,33,68,7,21,17,25,6,36,17,1,5,15,19,0.57,0.537,0.309,0.368,17.1,80.0,52.5,51.5,1.2,8.5,16.0,100,105.9,101.2
2013-2014,UTAH JAZZ,2013-12-13,240,38,84,8,21,19,20,11,33,24,6,6,10,21,0.555,0.5,0.25,0.23800000000000002,24.4,73.3,48.9,63.2,6.7,9.4,9.7,100,115.3,104.2
2013-2014,DENVER NUGGETS,2013-12-13,240,36,85,7,21,14,24,12,34,22,7,11,8,23,0.48700000000000004,0.465,0.247,0.282,26.7,75.6,51.1,61.1,7.8,17.5,7.7,100,104.2,115.3
2013-2014,BROOKLYN NETS,2013-12-13,240,36,79,12,23,15,20,7,31,24,4,4,12,25,0.564,0.532,0.29100000000000004,0.253,17.1,77.5,46.9,66.7,4.2,5.5,12.0,100,104.8,109.0
2013-2014,DETROIT PISTONS,2013-12-13,240,39,83,3,10,22,31,9,34,23,2,4,13,21,0.5329999999999999,0.488,0.12,0.373,22.5,82.9,53.1,59.0,2.1,7.1,11.9,100,109.0,104.8
2013-2014,HOUSTON ROCKETS,2013-12-13,240,39,79,12,29,26,35,7,25,20,10,3,15,23,0.614,0.57,0.36700000000000005,0.44299999999999995,15.9,56.8,36.4,51.3,10.1,4.4,13.7,100,117.7,113.7
2013-2014,GOLDEN STATE WARRIORS,2013-12-13,240,43,90,6,22,20,24,19,37,22,6,6,18,30,0.557,0.511,0.244,0.267,43.2,84.1,63.6,51.2,6.1,12.0,15.2,100,113.7,117.7
2013-2014,CHARLOTTE BOBCATS,2013-12-13,240,39,83,4,12,12,17,8,30,19,5,4,11,19,0.519,0.494,0.145,0.205,17.4,83.3,46.3,48.7,5.5,7.3,10.8,100,102.5,107.9
2013-2014,INDIANA PACERS,2013-12-13,240,36,76,8,21,19,25,6,38,19,6,10,12,21,0.569,0.526,0.276,0.32899999999999996,16.7,82.6,53.7,52.8,6.5,14.1,12.1,100,107.9,102.5
2013-2014,CHICAGO BULLS,2013-12-13,240,34,81,7,24,16,19,17,27,26,8,6,15,22,0.509,0.46299999999999997,0.29600000000000004,0.235,40.5,67.5,53.7,76.5,9.6,9.4,14.4,100,109.0,107.8
2013-2014,MILWAUKEE BUCKS,2013-12-13,240,33,74,4,10,20,25,13,25,18,6,8,14,19,0.529,0.473,0.135,0.33799999999999997,32.5,59.5,46.3,54.5,7.2,14.0,14.1,100,107.8,109.0
2013-2014,MEMPHIS GRIZZLIES,2013-12-13,240,40,80,6,15,12,17,12,30,24,3,2,11,17,0.56,0.5379999999999999,0.188,0.213,34.3,78.9,57.5,60.0,3.6,3.7,11.2,100,118.9,126.2
2013-2014,NEW ORLEANS PELICANS,2013-12-13,240,39,76,9,22,17,20,8,23,22,3,5,6,12,0.613,0.5720000000000001,0.289,0.263,21.1,65.7,42.5,56.4,3.6,7.7,6.6,100,126.2,118.9
2013-2014,LOS ANGELES LAKERS,2013-12-13,240,36,87,7,25,18,31,15,26,26,7,4,19,17,0.48200000000000004,0.45399999999999996,0.287,0.35600000000000004,27.8,56.5,41.0,72.2,7.0,5.4,15.9,100,96.4,121.2
2013-2014,OKLAHOMA CITY THUNDER,2013-12-13,240,47,99,8,25,20,23,20,39,34,14,8,14,25,0.5589999999999999,0.515,0.253,0.23199999999999998,43.5,72.2,59.0,72.3,13.9,12.9,11.4,100,121.2,96.4
2013-2014,CLEVELAND CAVALIERS,2013-12-13,240,42,87,8,21,17,20,7,37,18,6,3,10,16,0.569,0.529,0.24100000000000002,0.23,15.9,82.2,49.4,42.9,6.3,5.5,9.5,100,113.8,104.4
2013-2014,ORLANDO MAGIC,2013-12-13,240,37,85,11,30,15,16,8,37,22,7,5,12,21,0.5429999999999999,0.5,0.353,0.188,17.8,84.1,50.6,59.5,7.3,7.6,11.5,100,104.4,113.8
2013-2014,SACRAMENTO KINGS,2013-12-13,240,38,87,6,19,25,29,17,26,12,11,4,15,22,0.536,0.47100000000000003,0.218,0.33299999999999996,38.6,61.9,50.0,31.6,11.8,6.8,13.1,100,114.5,124.2
2013-2014,PHOENIX SUNS,2013-12-13,240,41,83,12,24,22,29,16,27,20,11,9,16,20,0.606,0.5660000000000001,0.289,0.349,38.1,61.4,50.0,48.8,11.8,13.2,14.3,100,124.2,114.5
2013-2014,MINNESOTA TIMBERWOLVES,2013-12-13,240,38,88,11,23,23,26,10,31,22,9,4,12,12,0.5529999999999999,0.494,0.261,0.295,22.2,81.6,49.4,57.9,9.2,6.2,10.8,100,112.2,119.4
2013-2014,SAN ANTONIO SPURS,2013-12-13,240,48,87,10,22,11,13,7,35,32,8,7,13,18,0.631,0.609,0.253,0.149,18.4,77.8,50.6,66.7,8.2,10.8,12.3,100,119.4,112.2
2013-2014,PHILADELPHIA 76ERS,2013-12-13,240,37,84,9,23,17,21,12,30,19,7,5,17,18,0.536,0.494,0.27399999999999997,0.25,24.5,75.0,47.2,51.4,7.3,8.8,15.4,100,104.1,112.4
2013-2014,TORONTO RAPTORS,2013-12-13,240,39,82,10,25,20,24,10,37,24,8,5,15,19,0.583,0.537,0.305,0.293,25.0,75.5,52.8,61.5,8.3,8.2,13.9,100,112.4,104.1
2013-2014,LOS ANGELES LAKERS,2013-12-14,240,30,77,7,20,21,23,8,32,19,4,8,15,11,0.505,0.435,0.26,0.299,19.0,72.7,46.5,63.3,4.4,10.5,14.7,100,96.6,93.3
2013-2014,CHARLOTTE BOBCATS,2013-12-14,240,39,89,2,13,5,8,12,34,22,10,9,13,16,0.45899999999999996,0.449,0.146,0.09,27.3,81.0,53.5,56.4,11.0,15.8,12.3,100,93.3,96.6
2013-2014,TORONTO RAPTORS,2013-12-14,240,40,83,5,15,14,18,7,36,26,5,11,11,17,0.544,0.512,0.18100000000000002,0.217,18.4,78.3,51.2,65.0,5.4,16.2,10.8,100,106.6,82.9
2013-2014,CHICAGO BULLS,2013-12-14,240,31,86,6,18,9,12,10,31,19,5,9,15,20,0.42200000000000004,0.395,0.209,0.14,21.7,81.6,48.8,61.3,5.4,13.2,14.1,100,82.9,106.6
2013-2014,MILWAUKEE BUCKS,2013-12-14,240,36,81,5,17,16,19,8,34,15,8,4,16,15,0.52,0.475,0.21,0.235,19.5,73.9,48.3,41.7,8.3,6.3,15.2,100,96.1,109.5
2013-2014,DALLAS MAVERICKS,2013-12-14,240,42,88,10,24,12,18,12,33,25,9,3,16,18,0.5529999999999999,0.534,0.273,0.205,26.1,80.5,51.7,59.5,9.3,4.7,14.3,100,109.5,96.1
2013-2014,CLEVELAND CAVALIERS,2013-12-14,240,39,84,10,29,19,25,12,27,18,7,1,15,20,0.563,0.524,0.345,0.298,27.9,75.0,49.4,46.2,7.4,1.8,13.6,100,113.5,121.0
2013-2014,MIAMI HEAT,2013-12-14,240,42,76,8,21,22,30,9,31,24,10,9,14,21,0.639,0.605,0.276,0.395,25.0,72.1,50.6,57.1,10.6,16.4,13.6,100,121.0,113.5
2013-2014,ATLANTA HAWKS,2013-12-14,240,40,66,15,32,11,11,6,28,22,6,1,27,24,0.748,0.72,0.485,0.16699999999999998,26.1,65.1,51.5,55.0,6.7,1.5,27.6,100,118.2,123.8
2013-2014,NEW YORK KNICKS,2013-12-14,240,44,87,8,19,15,18,15,17,19,14,1,11,16,0.585,0.552,0.218,0.207,34.9,73.9,48.5,43.2,15.6,2.9,10.4,100,123.8,118.2
2013-2014,PORTLAND TRAIL BLAZERS,2013-12-14,240,52,93,21,37,14,20,15,31,41,9,8,18,16,0.6829999999999999,0.672,0.39799999999999996,0.215,38.5,77.5,58.2,78.8,8.9,11.1,15.0,100,137.6,104.0
2013-2014,PHILADELPHIA 76ERS,2013-12-14,240,39,87,9,15,18,26,9,24,26,9,5,14,15,0.5329999999999999,0.5,0.172,0.299,22.5,61.5,41.8,66.7,8.9,8.9,12.5,100,104.0,137.6
2013-2014,SAN ANTONIO SPURS,2013-12-14,240,41,88,8,20,10,12,11,44,24,6,1,10,15,0.536,0.511,0.22699999999999998,0.136,24.4,84.6,56.7,58.5,6.5,1.4,9.7,100,108.7,91.3
2013-2014,UTAH JAZZ,2013-12-14,240,35,89,6,20,8,11,8,34,17,5,11,9,17,0.44799999999999995,0.42700000000000005,0.225,0.124,15.4,75.6,43.3,48.6,5.4,16.2,8.8,100,91.3,108.7
2013-2014,LOS ANGELES CLIPPERS,2013-12-14,240,39,69,9,21,26,31,5,29,27,9,3,10,20,0.684,0.63,0.304,0.449,17.2,76.3,50.7,69.2,10.1,4.5,10.8,100,127.3,109.3
2013-2014,WASHINGTON WIZARDS,2013-12-14,240,40,81,3,14,14,20,9,24,21,6,3,13,26,0.54,0.512,0.17300000000000001,0.247,23.7,82.8,49.3,52.5,6.8,6.3,12.6,100,109.3,127.3
2013-2014,NEW ORLEANS PELICANS,2013-12-15,240,37,85,7,24,12,19,9,23,23,10,8,13,23,0.498,0.47600000000000003,0.282,0.22399999999999998,20.0,60.5,38.6,62.2,10.7,13.1,12.2,100,99.3,108.9
2013-2014,DENVER NUGGETS,2013-12-15,240,37,85,7,24,21,28,15,36,23,7,7,16,24,0.524,0.47600000000000003,0.282,0.32899999999999996,39.5,80.0,61.4,62.2,7.5,11.5,14.1,100,108.9,99.3
2013-2014,PORTLAND TRAIL BLAZERS,2013-12-15,265,41,99,7,26,22,26,15,32,24,9,3,10,21,0.503,0.449,0.263,0.263,30.0,64.0,47.0,58.5,9.0,3.8,8.3,100,110.8,108.8
2013-2014,DETROIT PISTONS,2013-12-15,265,44,94,3,15,18,27,18,35,19,5,5,14,22,0.515,0.484,0.16,0.287,36.0,70.0,53.0,43.2,5.0,6.8,11.7,100,108.8,110.8
2013-2014,MINNESOTA TIMBERWOLVES,2013-12-15,240,35,79,12,26,19,25,10,34,22,7,5,9,17,0.561,0.519,0.32899999999999996,0.316,22.7,72.3,48.4,62.9,8.1,7.4,9.1,100,116.3,107.1
2013-2014,MEMPHIS GRIZZLIES,2013-12-15,240,37,83,5,15,14,20,13,34,17,5,2,9,20,0.507,0.47600000000000003,0.18100000000000002,0.24100000000000002,27.7,77.3,51.6,45.9,5.8,3.8,8.9,100,107.1,116.3
2013-2014,ORLANDO MAGIC,2013-12-15,240,37,82,7,24,17,26,9,36,19,7,2,14,18,0.524,0.494,0.293,0.317,20.9,76.6,50.0,51.4,7.3,2.9,13.0,100,101.9,105.0
2013-2014,OKLAHOMA CITY THUNDER,2013-12-15,240,39,87,5,19,18,20,11,34,23,10,7,13,19,0.527,0.47700000000000004,0.218,0.23,23.4,79.1,50.0,59.0,10.4,12.1,11.9,100,105.0,101.9
2013-2014,GOLDEN STATE WARRIORS,2013-12-15,240,34,80,11,22,23,33,11,39,19,6,4,20,25,0.54,0.494,0.275,0.413,21.6,88.6,52.6,55.9,5.9,7.7,17.5,100,101.1,105.0
2013-2014,PHOENIX SUNS,2013-12-15,240,35,79,13,27,23,34,5,40,17,13,5,12,24,0.564,0.525,0.342,0.43,11.4,78.4,47.4,48.6,12.9,8.6,11.3,100,105.0,101.1
2013-2014,HOUSTON ROCKETS,2013-12-15,240,31,75,7,27,22,38,11,31,15,6,5,17,26,0.496,0.46,0.36,0.507,23.4,81.6,49.4,48.4,6.1,7.4,15.6,100,92.9,108.2
2013-2014,SACRAMENTO KINGS,2013-12-15,240,39,81,3,13,25,30,7,36,17,8,6,15,25,0.563,0.5,0.16,0.37,18.4,76.6,50.6,43.6,8.2,12.5,13.7,100,108.2,92.9
2013-2014,LOS ANGELES LAKERS,2013-12-16,240,39,82,5,21,17,21,12,31,18,6,4,14,16,0.5479999999999999,0.506,0.256,0.256,29.3,67.4,49.4,46.2,6.6,6.2,13.3,100,109.6,124.9
2013-2014,ATLANTA HAWKS,2013-12-16,240,45,92,11,27,13,15,15,29,34,10,6,10,18,0.578,0.5489999999999999,0.293,0.163,32.6,70.7,50.6,75.6,11.0,9.8,9.2,100,124.9,109.6
2013-2014,MINNESOTA TIMBERWOLVES,2013-12-16,240,37,98,8,29,15,26,19,32,22,6,0,7,20,0.44299999999999995,0.418,0.29600000000000004,0.265,34.5,69.6,50.5,59.5,6.5,0.0,6.0,100,105.2,109.5
2013-2014,BOSTON CELTICS,2013-12-16,240,38,86,7,21,18,23,14,36,19,3,3,12,25,0.525,0.483,0.244,0.267,30.4,65.5,49.5,50.0,3.3,4.3,11.1,100,109.5,105.2
2013-2014,PHILADELPHIA 76ERS,2013-12-16,240,37,90,8,30,12,20,8,31,21,14,0,19,24,0.47600000000000003,0.456,0.33299999999999996,0.222,17.4,88.6,48.1,56.8,13.2,0.0,16.1,100,88.8,122.8
2013-2014,BROOKLYN NETS,2013-12-16,240,47,78,21,35,15,26,4,38,35,10,2,20,20,0.727,0.737,0.449,0.33299999999999996,11.4,82.6,51.9,74.5,9.4,3.3,18.3,100,122.8,88.8
2013-2014,ORLANDO MAGIC,2013-12-16,240,33,83,5,12,12,16,9,45,21,4,3,11,20,0.461,0.428,0.145,0.193,19.1,86.5,54.5,63.6,4.5,4.8,10.9,100,92.8,91.7
2013-2014,CHICAGO BULLS,2013-12-16,240,28,81,5,18,21,26,7,38,19,4,5,5,20,0.444,0.377,0.222,0.321,13.5,80.9,45.5,67.9,4.5,7.0,5.1,100,91.7,92.8
2013-2014,DETROIT PISTONS,2013-12-16,240,38,88,7,20,18,28,20,35,14,3,7,8,20,0.503,0.47200000000000003,0.22699999999999998,0.318,39.2,79.5,57.9,36.8,3.4,10.9,7.4,100,115.5,109.7
2013-2014,INDIANA PACERS,2013-12-16,240,35,81,6,17,20,27,9,31,18,5,4,7,20,0.517,0.469,0.21,0.33299999999999996,20.5,60.8,42.1,51.4,5.7,5.9,7.0,100,109.7,115.5
2013-2014,SAN ANTONIO SPURS,2013-12-16,240,37,76,6,18,12,21,9,27,20,8,3,22,27,0.54,0.526,0.237,0.276,20.9,75.0,45.6,54.1,8.2,5.7,20.5,100,94.0,117.5
2013-2014,LOS ANGELES CLIPPERS,2013-12-16,240,39,76,11,23,26,35,9,34,19,12,4,18,20,0.629,0.586,0.303,0.461,25.0,79.1,54.4,48.7,12.3,6.9,16.5,100,117.5,94.0
2013-2014,UTAH JAZZ,2013-12-16,240,39,84,5,18,11,17,11,22,17,7,2,14,20,0.514,0.494,0.214,0.20199999999999999,23.9,78.6,44.6,43.6,7.7,3.6,13.3,100,102.9,128.1
2013-2014,MIAMI HEAT,2013-12-16,240,45,71,6,15,21,26,6,35,28,10,8,14,14,0.71,0.6759999999999999,0.21100000000000002,0.366,21.4,76.1,55.4,62.2,10.9,12.1,14.5,100,128.1,102.9
2013-2014,WASHINGTON WIZARDS,2013-12-16,240,39,72,11,18,13,17,6,35,21,4,3,19,25,0.642,0.618,0.25,0.23600000000000002,18.8,79.5,53.9,53.8,4.4,6.1,19.3,100,112.4,111.3
2013-2014,NEW YORK KNICKS,2013-12-16,240,33,79,11,30,24,31,9,26,21,9,6,9,20,0.545,0.48700000000000004,0.38,0.392,20.5,81.3,46.1,63.6,9.9,11.1,8.9,100,111.3,112.4
2013-2014,SACRAMENTO KINGS,2013-12-17,240,30,80,4,15,23,28,9,33,18,8,4,15,23,0.47100000000000003,0.4,0.188,0.35,19.6,86.8,50.0,60.0,8.3,6.6,14.0,100,90.5,98.8
2013-2014,CHARLOTTE BOBCATS,2013-12-17,240,35,78,8,17,17,24,5,37,26,9,6,15,26,0.536,0.5,0.218,0.308,13.2,80.4,50.0,74.3,9.4,9.2,14.5,100,98.8,90.5
2013-2014,PORTLAND TRAIL BLAZERS,2013-12-17,240,41,92,15,33,22,25,18,38,26,2,5,14,16,0.578,0.527,0.359,0.272,36.7,74.5,56.0,63.4,2.0,5.9,12.0,100,121.7,118.6
